time,src,srole,dst,drole,proto,op,tier,resp,mode,action
08-01T14:24:28,192.168.2.31,scada,192.168.2.10,plc,S7,CONTROL,FORBIDDEN,,ENFORCED,[FLOOD 52 ops/s] DEFENSE DISARMED - would ISOLATE (monitor only) [CRIT:CRITICAL]
08-01T14:24:27,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:24:27,192.168.2.30,historian,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:24:27,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:HIGH]
08-01T14:24:27,192.168.3.66,historian,192.168.3.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:HIGH]
08-01T14:24:25,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:24:25,192.168.2.31,scada,192.168.2.10,plc,S7,CONTROL,FORBIDDEN,,ENFORCED,[FLOOD 49 ops/s] DEFENSE DISARMED - would ISOLATE (monitor only) [CRIT:CRITICAL]
08-01T14:24:24,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:24:22,192.168.2.45,remediation,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:24:22,192.168.2.45,remediation,192.168.2.10,plc,TCP,,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:24:22,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:24:22,192.168.2.31,scada,192.168.2.10,plc,S7,CONTROL,FORBIDDEN,,ENFORCED,[FLOOD 51 ops/s] DEFENSE DISARMED - would ISOLATE (monitor only) [CRIT:CRITICAL]
08-01T14:24:21,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:24:21,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:HIGH]
08-01T14:24:19,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:24:19,192.168.2.31,scada,192.168.2.10,plc,S7,CONTROL,FORBIDDEN,,ENFORCED,[FLOOD 51 ops/s] DEFENSE DISARMED - would ISOLATE (monitor only) [CRIT:CRITICAL]
08-01T14:24:18,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:24:17,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:HIGH]
08-01T14:24:16,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:24:16,192.168.2.31,scada,192.168.2.10,plc,S7,CONTROL,FORBIDDEN,,ENFORCED,[FLOOD 52 ops/s] DEFENSE DISARMED - would ISOLATE (monitor only) [CRIT:CRITICAL]
08-01T14:24:15,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:24:14,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:HIGH]
08-01T14:24:14,192.168.2.30,historian,192.168.2.10,plc,TCP,,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:24:13,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:24:13,192.168.2.31,scada,192.168.2.10,plc,S7,CONTROL,FORBIDDEN,,ENFORCED,[FLOOD 53 ops/s] DEFENSE DISARMED - would ISOLATE (monitor only) [CRIT:CRITICAL]
08-01T14:24:12,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:24:10,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:24:10,192.168.2.31,scada,192.168.2.10,plc,S7,CONTROL,FORBIDDEN,,ENFORCED,[FLOOD 51 ops/s] DEFENSE DISARMED - would ISOLATE (monitor only) [CRIT:CRITICAL]
08-01T14:24:09,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:24:07,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:HIGH]
08-01T14:24:07,192.168.2.31,scada,192.168.2.10,plc,S7,CONTROL,FORBIDDEN,,ENFORCED,[FLOOD 51 ops/s] DEFENSE DISARMED - would ISOLATE (monitor only) [CRIT:CRITICAL]
08-01T14:24:07,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:24:07,192.168.2.45,remediation,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:24:07,192.168.2.45,remediation,192.168.2.10,plc,TCP,,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:24:06,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:24:04,192.168.2.31,scada,192.168.2.10,plc,S7,CONTROL,FORBIDDEN,,ENFORCED,[FLOOD 50 ops/s] DEFENSE DISARMED - would ISOLATE (monitor only) [CRIT:CRITICAL]
08-01T14:24:04,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:24:04,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:HIGH]
08-01T14:24:04,192.168.3.66,historian,192.168.3.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:HIGH]
08-01T14:24:04,192.168.2.30,historian,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:24:03,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:24:01,192.168.2.31,scada,192.168.2.10,plc,S7,CONTROL,FORBIDDEN,,ENFORCED,[FLOOD 51 ops/s] DEFENSE DISARMED - would ISOLATE (monitor only) [CRIT:CRITICAL]
08-01T14:24:01,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:24:00,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:23:58,192.168.2.31,scada,192.168.2.10,plc,S7,CONTROL,FORBIDDEN,,ENFORCED,[FLOOD 51 ops/s] DEFENSE DISARMED - would ISOLATE (monitor only) [CRIT:CRITICAL]
08-01T14:23:58,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:23:57,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:HIGH]
08-01T14:23:57,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:23:55,192.168.2.31,scada,192.168.2.10,plc,S7,CONTROL,FORBIDDEN,,ENFORCED,[FLOOD 51 ops/s] DEFENSE DISARMED - would ISOLATE (monitor only) [CRIT:CRITICAL]
08-01T14:23:55,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:23:54,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:HIGH]
08-01T14:23:54,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:23:52,192.168.2.31,scada,192.168.2.10,plc,S7,CONTROL,FORBIDDEN,ISOLATE,MONITOR,DEFENSE DISARMED - would ISOLATE (monitor only) [CRIT:CRITICAL]
08-01T14:23:52,192.168.2.31,scada,192.168.2.10,plc,TCP,,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:23:52,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:23:52,192.168.2.45,remediation,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:23:52,192.168.2.45,remediation,192.168.2.10,plc,TCP,,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:23:51,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:51,192.168.2.30,historian,192.168.2.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:51,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:23:49,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:48,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:46,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:45,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:44,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:23:43,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:42,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:41,192.168.2.30,historian,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:41,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:23:41,192.168.3.66,historian,192.168.3.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:23:40,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:39,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:37,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:36,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:34,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:23:34,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:33,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:31,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:23:31,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:30,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:28,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:27,192.168.2.30,historian,192.168.2.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:27,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:23:27,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:25,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:24,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:22,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:21,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:20,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:23:19,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:18,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:17,192.168.2.30,historian,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:17,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:23:17,192.168.3.66,historian,192.168.3.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:23:16,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:15,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:13,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:12,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:10,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:23:10,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:09,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:07,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:23:07,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:06,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:04,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:03,192.168.2.30,historian,192.168.2.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:03,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:23:03,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:01,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:23:00,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:22:58,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:22:57,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:22:57,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:22:55,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:22:54,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:22:53,192.168.2.30,historian,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:22:53,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:22:53,192.168.3.66,historian,192.168.3.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:22:52,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:22:51,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:22:49,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:22:48,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:22:47,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:22:46,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:22:45,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:22:44,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:22:43,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:22:42,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:22:40,192.168.2.30,historian,192.168.2.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:22:40,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:22:40,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:22:39,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:22:37,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:22:36,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:22:34,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:22:33,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:22:33,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:22:31,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:22:30,192.168.2.30,historian,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:22:30,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:22:30,192.168.3.66,historian,192.168.3.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:22:29,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:22:28,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:22:26,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:22:25,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:22:24,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:22:23,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:22:21,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:22:20,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:22:20,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
