ts,phase,level,online,restores,est_npkts
1786579688,disarmed,46.7,1,37,
1786579689,disarmed,48.7,1,37,
1786579690,disarmed,50.2,1,37,
1786579691,disarmed,51.4,1,37,
1786579692,disarmed,52.8,1,37,
1786579693,disarmed,54.0,1,37,
1786579694,disarmed,55.6,1,37,2929963
1786579695,disarmed,56.7,1,37,
1786579696,disarmed,57.9,1,37,
1786579697,disarmed,58.9,1,37,
1786579698,disarmed,60.4,1,37,
1786579699,disarmed,61.3,1,37,
1786579700,disarmed,62.3,1,37,
1786579701,disarmed,63.3,1,37,
1786579702,disarmed,64.3,1,37,
1786579703,disarmed,65.5,1,37,
1786579704,disarmed,66.4,1,37,
1786579705,disarmed,67.2,1,37,
1786579706,disarmed,68.1,1,37,
1786579707,disarmed,68.8,1,37,
1786579708,disarmed,69.9,1,37,
1786579709,disarmed,70.6,1,37,2933197
1786579710,disarmed,69.2,1,37,
1786579711,disarmed,65.7,1,37,
1786579712,disarmed,60.8,1,37,
1786579713,disarmed,56.5,1,37,
1786579714,disarmed,53.1,1,37,
1786579715,disarmed,49.7,1,37,
1786579717,disarmed,46.7,1,37,
1786579718,disarmed,42.3,1,37,
1786579719,disarmed,39.5,1,37,
1786579720,disarmed,36.3,1,37,
1786579721,disarmed,33.8,1,37,
1786579722,disarmed,31.0,1,37,
1786579723,disarmed,27.5,1,37,
1786579724,disarmed,28.4,1,37,
1786579725,disarmed,29.5,1,37,2936540
1786579726,disarmed,32.4,1,37,
1786579727,disarmed,34.5,1,37,
1786579728,disarmed,36.5,1,37,
1786579729,disarmed,38.3,1,37,
1786579730,disarmed,40.0,1,37,
1786579731,disarmed,41.7,1,37,
1786579732,disarmed,43.4,1,37,
1786579733,disarmed,45.4,1,37,
1786579734,disarmed,47.0,1,37,
1786579735,disarmed,48.3,1,37,
1786579736,disarmed,49.8,1,37,
1786579737,disarmed,51.6,1,37,
1786579738,disarmed,52.8,1,37,
1786579739,disarmed,54.2,1,37,
1786579740,disarmed,55.3,1,37,2939785
1786579741,disarmed,56.5,1,37,
1786579742,disarmed,58.0,1,37,
1786579743,disarmed,59.1,1,37,
1786579744,disarmed,60.2,1,37,
1786579745,disarmed,61.2,1,37,
1786579746,disarmed,62.1,1,37,
1786579747,disarmed,63.4,1,37,
1786579748,disarmed,64.3,1,37,
1786579749,disarmed,65.3,1,37,
1786579750,disarmed,66.2,1,37,
1786579751,disarmed,67.3,1,37,
1786579752,disarmed,68.2,1,37,
1786579753,disarmed,69.0,1,37,
1786579754,disarmed,69.7,1,37,
1786579755,disarmed,70.5,1,37,2943140
1786579756,disarmed,68.9,1,37,
1786579757,disarmed,65.3,1,37,
1786579758,disarmed,61.2,1,37,
1786579759,disarmed,57.5,1,37,
1786579760,disarmed,53.9,1,37,
1786579761,disarmed,49.7,1,37,
1786579762,disarmed,46.7,1,37,
1786579763,disarmed,43.3,1,37,
1786579764,disarmed,40.1,1,37,
1786579765,disarmed,37.0,1,37,
1786579766,disarmed,33.5,1,37,
1786579768,disarmed,30.7,1,37,
1786579769,disarmed,28.3,1,37,
1786579770,disarmed,25.9,1,37,
1786579771,disarmed,29.3,1,37,2946387
1786579772,disarmed,32.0,1,37,
1786579773,disarmed,34.5,1,37,
1786579774,disarmed,36.0,1,37,
1786579775,disarmed,37.9,1,37,
1786579776,disarmed,39.6,1,37,
1786579777,disarmed,41.9,1,37,
1786579778,disarmed,43.7,1,37,
1786579779,disarmed,45.1,1,37,
1786579780,disarmed,46.7,1,37,
1786579781,disarmed,48.1,1,37,
1786579782,disarmed,50.0,1,37,
1786579783,disarmed,51.2,1,37,
1786579784,disarmed,52.6,1,37,
1786579785,disarmed,54.0,1,37,
1786579786,disarmed,55.1,1,37,2949740
1786579787,disarmed,56.7,1,37,
1786579788,disarmed,57.8,1,37,
1786579789,disarmed,58.9,1,37,
1786579790,disarmed,59.9,1,37,
1786579791,disarmed,61.3,1,37,
1786579792,disarmed,62.4,1,37,
1786579793,disarmed,63.3,1,37,
1786579794,disarmed,64.3,1,37,
1786579795,disarmed,65.2,1,37,
1786579796,disarmed,66.3,1,37,
1786579797,disarmed,67.1,1,37,
1786579798,disarmed,68.0,1,37,
1786579799,disarmed,68.7,1,37,
1786579800,disarmed,69.6,1,37,
1786579801,disarmed,70.6,1,37,2952976
1786579802,disarmed,71.3,1,37,
1786579803,disarmed,66.0,1,37,
1786579804,disarmed,62.6,1,37,
1786579805,disarmed,57.3,1,37,
1786579806,disarmed,53.9,1,37,
1786579807,disarmed,50.7,1,37,
1786579808,disarmed,47.0,1,37,
1786579809,disarmed,44.1,1,37,
1786579810,disarmed,40.0,1,37,
1786579811,disarmed,37.2,1,37,
1786579812,disarmed,34.3,1,37,
1786579813,disarmed,31.4,1,37,
1786579814,disarmed,29.0,1,37,
1786579815,disarmed,25.7,1,37,
1786579816,disarmed,29.3,1,37,2956321
1786579817,disarmed,31.2,1,37,
1786579819,disarmed,33.3,1,37,
1786579820,disarmed,35.2,1,37,
1786579821,disarmed,37.8,1,37,
1786579822,disarmed,39.5,1,37,
1786579823,disarmed,41.3,1,37,
1786579824,disarmed,42.8,1,37,
1786579825,disarmed,45.0,1,37,
1786579826,disarmed,46.6,1,37,
1786579827,disarmed,48.0,1,37,
1786579828,disarmed,49.3,1,37,
1786579829,disarmed,50.8,1,37,
1786579830,disarmed,52.6,1,37,
1786579831,disarmed,53.7,1,37,
1786579832,disarmed,55.0,1,37,2959540
1786579833,disarmed,56.1,1,37,
1786579834,disarmed,57.4,1,37,
1786579835,disarmed,58.8,1,37,
1786579836,disarmed,59.9,1,37,
1786579837,disarmed,61.0,1,37,
1786579838,disarmed,61.9,1,37,
1786579839,disarmed,63.0,1,37,
1786579840,disarmed,64.2,1,37,
1786579841,disarmed,65.1,1,37,
1786579842,disarmed,66.0,1,37,
1786579843,disarmed,66.8,1,37,
1786579844,disarmed,67.7,1,37,
1786579845,disarmed,68.8,1,37,
1786579846,disarmed,69.6,1,37,
1786579847,disarmed,70.3,1,37,2962883
1786579848,disarmed,71.0,1,37,
1786579849,disarmed,65.4,1,37,
1786579850,disarmed,62.4,1,37,
1786579851,disarmed,58.6,1,37,
1786579852,disarmed,55.5,1,37,
1786579853,disarmed,51.6,1,37,
1786579854,disarmed,47.0,1,37,
1786579855,disarmed,44.0,1,37,
1786579856,disarmed,40.8,1,37,
1786579857,disarmed,37.7,1,37,
1786579858,disarmed,35.1,1,37,
1786579859,disarmed,31.4,1,37,
1786579860,disarmed,29.0,1,37,
1786579861,disarmed,26.2,1,37,
1786579862,disarmed,28.3,1,37,2966232
1786579863,disarmed,30.9,1,37,
1786579864,disarmed,32.9,1,37,
1786579865,disarmed,34.6,1,37,
1786579866,disarmed,36.7,1,37,
1786579867,disarmed,38.7,1,37,
1786579869,disarmed,40.4,1,37,
1786579870,disarmed,42.4,1,37,
1786579871,disarmed,44.2,1,37,
1786579872,disarmed,45.7,1,37,
1786579873,disarmed,47.2,1,37,
1786579874,disarmed,49.1,1,37,
1786579875,disarmed,50.5,1,37,
1786579876,disarmed,51.7,1,37,
1786579877,disarmed,53.1,1,37,
1786579878,disarmed,54.4,1,37,2969483
1786579879,disarmed,55.9,1,37,
1786579880,disarmed,57.1,1,37,
1786579881,disarmed,58.2,1,37,
1786579882,disarmed,59.3,1,37,
1786579883,disarmed,60.7,1,37,
1786579884,disarmed,61.7,1,37,
1786579885,disarmed,62.6,1,37,
1786579886,disarmed,63.6,1,37,
1786579887,disarmed,64.6,1,37,
1786579888,disarmed,65.7,1,37,
1786579889,disarmed,66.6,1,37,
1786579890,disarmed,67.4,1,37,
1786579891,disarmed,68.3,1,37,
1786579892,armed,69.0,1,37,
1786579893,armed,70.1,1,37,2972826
1786579894,armed,70.9,1,37,
1786579895,armed,68.7,1,37,
1786579896,armed,64.9,1,37,
1786579897,armed,61.2,1,37,
1786579898,armed,55.9,1,37,
1786579899,armed,52.2,1,37,
1786579900,armed,49.1,1,37,
1786579901,armed,45.8,1,37,
1786579902,armed,42.4,1,37,
1786579903,armed,38.6,1,37,
1786579904,armed,35.6,1,37,
1786579905,armed,33.2,1,37,
1786579906,armed,30.4,1,37,
1786579907,armed,27.9,1,37,
1786579908,armed,28.7,1,37,2976060
1786579909,armed,30.5,1,37,
1786579910,armed,32.4,1,37,
1786579911,armed,34.6,1,37,
1786579912,armed,36.5,1,37,
1786579913,armed,38.9,1,37,
1786579914,armed,40.5,1,37,
1786579915,armed,42.3,1,37,
1786579916,armed,44.0,1,37,
1786579917,armed,45.5,1,37,
1786579918,armed,47.5,1,37,
1786579919,armed,48.9,1,37,
1786579920,armed,50.3,1,37,
1786579922,armed,51.6,1,37,
1786579923,armed,52.9,1,37,
1786579924,armed,54.6,1,37,2979431
1786579925,armed,55.8,1,37,
1786579926,armed,57.0,1,37,
1786579927,armed,58.1,1,37,
1786579928,armed,59.2,1,37,
1786579929,armed,60.6,1,37,
1786579930,armed,61.7,1,37,
1786579931,armed,62.6,1,37,
1786579932,armed,63.6,1,37,
1786579933,armed,64.5,1,37,
1786579934,armed,65.7,1,37,
1786579935,armed,66.6,1,37,
1786579936,armed,67.5,1,37,
1786579937,armed,68.3,1,37,
1786579938,armed,69.1,1,37,
1786579939,armed,70.1,1,37,2982670
1786579940,armed,70.8,1,37,
1786579941,armed,68.9,1,37,
1786579942,armed,65.2,1,37,
1786579943,armed,61.1,1,37,
1786579944,armed,55.7,1,37,
1786579945,armed,52.7,1,37,
1786579946,armed,49.0,1,37,
1786579947,armed,46.1,1,37,
1786579948,armed,41.9,1,37,
1786579949,armed,39.0,1,37,
1786579950,armed,35.9,1,37,
1786579951,armed,33.3,1,37,
1786579952,armed,29.7,1,37,
1786579953,armed,27.4,1,37,
1786579954,armed,28.4,1,37,2986013
1786579955,armed,29.4,1,37,
1786579956,armed,31.9,1,37,
1786579957,armed,34.4,1,37,
1786579958,armed,36.5,1,37,
1786579959,armed,38.4,1,37,
1786579960,armed,39.9,1,37,
1786579961,armed,42.3,1,37,
1786579962,armed,43.7,1,37,
1786579963,armed,45.4,1,37,
1786579964,armed,46.9,1,37,
1786579965,armed,48.4,1,37,
1786579966,armed,50.1,1,37,
1786579967,armed,51.5,1,37,
1786579968,armed,52.9,1,37,
1786579969,armed,54.0,1,37,2989244
1786579970,armed,55.4,1,37,
1786579972,armed,56.9,1,37,
1786579973,armed,58.0,1,37,
1786579974,armed,59.1,1,37,
1786579975,armed,60.1,1,37,
1786579976,armed,61.2,1,37,
1786579977,armed,62.5,1,37,
1786579978,armed,63.5,1,37,
1786579979,armed,64.5,1,37,
1786579980,armed,65.3,1,37,
1786579981,armed,66.2,1,37,
1786579982,armed,67.3,1,37,
1786579983,armed,68.2,1,37,
1786579984,armed,68.9,1,37,
1786579985,armed,69.7,1,37,2992584
1786579986,armed,70.5,1,37,
1786579987,armed,70.8,1,37,
1786579988,armed,65.6,1,37,
1786579989,armed,61.2,1,37,
1786579990,armed,61.3,1,37,
1786579991,armed,53.3,1,37,
1786579992,armed,50.4,1,37,
1786579993,armed,46.9,1,37,
1786579994,armed,43.8,1,37,
1786579995,armed,40.6,1,37,
1786579996,armed,36.7,1,37,
1786579997,armed,34.1,1,37,
1786579998,armed,31.2,1,37,
1786579999,armed,28.6,1,37,
1786580000,armed,26.3,1,37,2995667
1786580001,armed,29.2,1,37,
1786580002,armed,31.4,1,37,
1786580003,armed,33.8,1,37,
1786580004,armed,35.6,1,37,
1786580005,armed,38.0,1,37,
1786580006,armed,39.8,1,37,
1786580007,armed,41.4,1,37,
1786580008,armed,43.1,1,37,
1786580009,armed,44.7,1,37,
1786580010,armed,46.7,1,37,
1786580011,armed,48.1,1,37,
1786580012,armed,49.6,1,37,
1786580013,armed,50.8,1,37,
1786580014,armed,52.7,1,37,
1786580015,armed,54.0,1,37,2999025
1786580016,armed,55.2,1,37,
1786580017,armed,56.3,1,37,
1786580018,armed,57.6,1,37,
1786580019,armed,59.0,1,37,
1786580020,armed,60.1,1,37,
1786580022,armed,61.1,1,37,
1786580023,armed,62.1,1,37,
1786580024,armed,63.0,1,37,
1786580025,armed,64.3,1,37,
1786580026,armed,65.2,1,37,
1786580027,armed,66.1,1,37,
1786580028,armed,67.0,1,37,
1786580029,armed,67.8,1,37,
1786580030,armed,68.9,1,37,
1786580031,armed,69.6,1,37,3002382
1786580032,armed,70.4,1,37,
1786580033,armed,71.1,1,37,
1786580034,armed,66.1,1,37,
1786580035,armed,62.6,1,37,
1786580036,armed,58.6,1,37,
1786580037,armed,55.7,1,37,
1786580038,armed,51.9,1,37,
1786580039,armed,47.2,1,37,
1786580040,armed,44.1,1,37,
1786580041,armed,40.9,1,37,
1786580042,armed,38.1,1,37,
1786580043,armed,35.2,1,37,
1786580044,armed,31.4,1,37,
1786580045,armed,29.0,1,37,
1786580046,armed,26.7,1,37,3005615
1786580047,armed,29.0,1,37,
1786580048,armed,31.2,1,37,
1786580049,armed,33.3,1,37,
1786580050,armed,35.0,1,37,
1786580051,armed,37.0,1,37,
1786580052,armed,39.0,1,37,
1786580053,armed,41.3,1,37,
1786580054,armed,42.8,1,37,
1786580055,armed,44.4,1,37,
1786580056,armed,46.0,1,37,
1786580057,armed,47.5,1,37,
1786580058,armed,49.3,1,37,
1786580059,armed,50.7,1,37,
1786580060,armed,51.9,1,37,
1786580061,armed,53.3,1,37,3008958
1786580062,armed,54.6,1,37,
1786580063,armed,56.1,1,37,
1786580064,armed,57.3,1,37,
1786580065,armed,58.4,1,37,
1786580066,armed,59.5,1,37,
1786580067,armed,60.5,1,37,
1786580068,armed,61.9,1,37,
1786580069,armed,63.0,1,37,
1786580070,armed,63.8,1,37,
1786580071,armed,64.8,1,37,
1786580072,armed,65.6,1,37,
1786580073,armed,66.8,1,37,
1786580075,armed,67.6,1,37,
1786580076,armed,68.4,1,37,
1786580077,armed,69.3,1,37,3012188
1786580078,armed,70.0,1,37,
1786580079,armed,71.0,1,37,
1786580080,armed,65.4,1,37,
1786580081,armed,63.4,1,37,
1786580082,armed,60.0,1,37,
1786580083,armed,55.4,1,37,
1786580084,armed,52.0,1,37,
1786580085,armed,48.4,1,37,
1786580086,armed,45.1,1,37,
1786580087,armed,42.1,1,37,
1786580088,armed,37.9,1,37,
1786580089,armed,35.3,1,37,
1786580090,armed,32.4,1,37,
1786580091,armed,30.0,1,37,
1786580092,armed,26.5,1,37,3015541
1786580093,armed,30.3,1,37,
1786580094,armed,30.6,1,37,
1786580095,armed,32.4,1,37,
1786580096,armed,34.5,1,37,
1786580097,armed,37.0,1,37,
1786580098,armed,38.9,1,37,
1786580099,armed,40.6,1,37,
1786580100,armed,42.2,1,37,
1786580101,armed,43.9,1,37,
1786580102,armed,46.0,1,37,
1786580103,armed,47.4,1,37,
1786580104,armed,48.9,1,37,
1786580105,armed,50.2,1,37,
1786580106,armed,51.6,1,37,
1786580107,armed,53.4,1,37,3018788
1786580108,armed,54.5,1,37,
1786580109,armed,55.8,1,37,
1786580110,armed,56.9,1,37,
1786580111,armed,58.5,1,37,
1786580112,armed,59.6,1,37,
1786580113,armed,60.6,1,37,
1786580114,armed,61.6,1,37,
1786580115,armed,62.5,1,37,
1786580116,armed,63.9,1,37,
1786580117,armed,64.8,1,37,
1786580118,armed,65.7,1,37,
1786580119,armed,66.6,1,37,
1786580120,armed,67.4,1,37,
1786580121,armed,68.2,1,37,
1786580122,armed,69.3,1,37,3022119
1786580123,armed,70.1,1,37,
1786580125,armed,70.7,1,37,
1786580126,armed,67.8,1,37,
1786580127,armed,63.6,1,37,
1786580128,armed,59.8,1,37,
1786580129,armed,56.6,1,37,
1786580130,armed,52.7,1,37,
1786580131,armed,49.5,1,37,
1786580132,armed,46.0,1,37,
1786580133,armed,41.9,1,37,
1786580134,armed,39.0,1,37,
1786580135,armed,36.0,1,37,
1786580136,armed,33.3,1,37,
1786580137,armed,30.5,1,37,
1786580138,armed,27.2,1,37,3025346
1786580139,armed,27.6,1,37,
1786580140,armed,30.1,1,37,
1786580141,armed,32.1,1,37,
1786580142,armed,34.4,1,37,
1786580143,armed,37.1,1,37,
1786580144,armed,38.9,1,37,
1786580145,armed,40.6,1,37,
1786580146,armed,42.2,1,37,
1786580147,armed,44.4,1,37,
1786580148,armed,45.8,1,37,
1786580149,armed,47.3,1,37,
1786580150,armed,48.7,1,37,
1786580151,armed,50.1,1,37,
1786580152,armed,51.9,1,37,
1786580153,armed,53.2,1,37,3028708
1786580154,armed,54.5,1,37,
1786580155,armed,55.6,1,37,
1786580156,armed,56.8,1,37,
1786580157,armed,58.2,1,37,
1786580158,armed,59.4,1,37,
1786580159,armed,60.4,1,37,
1786580160,armed,61.5,1,37,
1786580161,armed,62.5,1,37,
1786580162,armed,63.7,1,37,
1786580163,armed,64.7,1,37,
1786580164,armed,65.5,1,37,
1786580165,armed,66.4,1,37,
1786580166,armed,67.5,1,37,
1786580167,armed,68.4,1,37,
1786580168,armed,69.2,1,37,3031935
1786580169,armed,69.9,1,37,
1786580170,armed,70.7,1,37,
1786580171,armed,67.9,1,37,
1786580172,armed,63.9,1,37,
1786580173,armed,60.6,1,37,
1786580174,armed,56.6,1,37,
1786580175,armed,53.1,1,37,
1786580177,armed,48.5,1,37,
1786580178,armed,45.2,1,37,
1786580179,armed,42.3,1,37,
1786580180,armed,39.2,1,37,
1786580181,armed,35.5,1,37,
1786580182,armed,32.7,1,37,
1786580183,armed,30.1,1,37,
1786580184,armed,27.4,1,37,3035289
1786580185,armed,27.8,1,37,
1786580186,armed,30.3,1,37,
1786580187,armed,32.8,1,37,
1786580188,armed,34.5,1,37,
1786580189,armed,36.6,1,37,
1786580190,armed,38.2,1,37,
1786580191,armed,40.6,1,37,
1786580192,disarmed,42.3,1,37,
1786580193,disarmed,43.8,1,37,
1786580194,disarmed,45.5,1,37,
1786580195,disarmed,46.9,1,37,
1786580196,disarmed,48.9,1,37,
1786580197,disarmed,50.2,1,37,
1786580198,disarmed,51.6,1,37,
1786580199,disarmed,52.8,1,37,3038638
1786580200,disarmed,54.5,1,37,
1786580201,disarmed,55.7,1,37,
1786580202,disarmed,56.8,1,37,
1786580203,disarmed,57.9,1,37,
1786580204,disarmed,59.4,1,37,
1786580205,disarmed,60.4,1,37,
1786580206,disarmed,61.5,1,37,
1786580207,disarmed,62.4,1,37,
1786580208,disarmed,63.4,1,37,
1786580209,disarmed,64.7,1,37,
1786580210,disarmed,65.5,1,37,
1786580211,disarmed,66.5,1,37,
1786580212,disarmed,67.3,1,37,
1786580213,disarmed,68.4,1,37,
1786580214,disarmed,69.1,1,37,3041885
1786580215,disarmed,69.9,1,37,
1786580216,disarmed,70.6,1,37,
1786580217,disarmed,70.1,1,37,
1786580218,disarmed,64.6,1,37,
1786580219,disarmed,60.6,1,37,
1786580220,disarmed,56.9,1,37,
1786580221,disarmed,53.2,1,37,
1786580222,disarmed,49.9,1,37,
1786580223,disarmed,45.6,1,37,
1786580224,disarmed,42.4,1,37,
1786580225,disarmed,39.5,1,37,
1786580226,disarmed,36.4,1,37,
1786580228,disarmed,32.8,1,37,
1786580229,disarmed,30.2,1,37,
1786580230,disarmed,27.9,1,37,3045225
1786580231,disarmed,28.6,1,37,
1786580232,disarmed,30.6,1,37,
1786580233,disarmed,32.3,1,37,
1786580234,disarmed,34.6,1,37,
1786580235,disarmed,36.5,1,37,
1786580236,disarmed,38.3,1,37,
1786580237,disarmed,40.1,1,37,
1786580238,disarmed,42.2,1,37,
1786580239,disarmed,43.9,1,37,
1786580240,disarmed,45.4,1,37,
1786580241,disarmed,47.0,1,37,
1786580242,disarmed,48.4,1,37,
1786580243,disarmed,50.2,1,37,
1786580244,disarmed,51.7,1,37,
1786580245,disarmed,52.9,1,37,3048490
1786580246,disarmed,54.2,1,37,
1786580247,disarmed,55.7,1,37,
1786580248,disarmed,56.9,1,37,
1786580249,disarmed,58.1,1,37,
1786580250,disarmed,59.2,1,37,
1786580251,disarmed,60.3,1,37,
1786580252,disarmed,61.2,1,37,
1786580253,disarmed,62.6,1,37,
1786580254,disarmed,63.6,1,37,
1786580255,disarmed,64.4,1,37,
1786580256,disarmed,65.3,1,37,
1786580257,disarmed,66.5,1,37,
1786580258,disarmed,67.3,1,37,
1786580259,disarmed,68.2,1,37,
1786580260,disarmed,69.0,1,37,3051835
1786580261,disarmed,69.7,1,37,
1786580262,disarmed,70.8,1,37,
1786580263,disarmed,67.6,1,37,
1786580264,disarmed,65.5,1,37,
1786580265,disarmed,60.7,1,37,
1786580266,disarmed,56.6,1,37,
1786580267,disarmed,52.9,1,37,
1786580268,disarmed,49.8,1,37,
1786580269,disarmed,46.3,1,37,
1786580270,disarmed,43.0,1,37,
1786580271,disarmed,40.3,1,37,
1786580272,disarmed,36.2,1,37,
1786580273,disarmed,33.3,1,37,
1786580274,disarmed,30.9,1,37,
1786580275,disarmed,28.1,1,37,3055073
1786580276,disarmed,28.9,1,37,
1786580277,disarmed,29.6,1,37,
1786580279,disarmed,32.0,1,37,
1786580280,disarmed,34.4,1,37,
1786580281,disarmed,36.0,1,37,
1786580282,disarmed,38.5,1,37,
1786580283,disarmed,40.1,1,37,
1786580284,disarmed,41.9,1,37,
1786580285,disarmed,43.6,1,37,
1786580286,disarmed,45.0,1,37,
1786580287,disarmed,47.1,1,37,
1786580288,disarmed,48.4,1,37,
1786580289,disarmed,50.0,1,37,
1786580290,disarmed,51.3,1,37,
1786580291,disarmed,52.5,1,37,3058408
1786580292,disarmed,54.3,1,37,
1786580293,disarmed,55.5,1,37,
1786580294,disarmed,56.7,1,37,
1786580295,disarmed,57.7,1,37,
1786580296,disarmed,58.9,1,37,
1786580297,disarmed,60.3,1,37,
1786580298,disarmed,61.3,1,37,
1786580299,disarmed,62.4,1,37,
1786580300,disarmed,63.3,1,37,
1786580301,disarmed,64.5,1,37,
1786580302,disarmed,65.5,1,37,
1786580303,disarmed,66.3,1,37,
1786580304,disarmed,67.2,1,37,
1786580305,disarmed,68.0,1,37,
1786580306,disarmed,69.0,1,37,3061677
1786580307,disarmed,69.8,1,37,
1786580308,disarmed,70.6,1,37,
1786580309,disarmed,71.2,1,37,
1786580310,disarmed,66.0,1,37,
1786580311,disarmed,61.1,1,37,
1786580312,disarmed,57.5,1,37,
1786580313,disarmed,53.9,1,37,
1786580314,disarmed,50.6,1,37,
1786580315,disarmed,47.1,1,37,
1786580316,disarmed,42.8,1,37,
1786580317,disarmed,39.9,1,37,
1786580318,disarmed,36.9,1,37,
1786580319,disarmed,34.4,1,37,
1786580320,disarmed,30.6,1,37,
1786580321,disarmed,28.2,1,37,3065014
1786580322,disarmed,25.6,1,37,
1786580323,disarmed,29.1,1,37,
1786580324,disarmed,31.0,1,37,
1786580325,disarmed,33.9,1,37,
1786580326,disarmed,35.6,1,37,
1786580327,disarmed,37.5,1,37,
1786580328,disarmed,39.2,1,37,
1786580329,disarmed,41.1,1,37,
1786580331,disarmed,43.2,1,37,
1786580332,disarmed,44.8,1,37,
1786580333,disarmed,46.4,1,37,
1786580334,disarmed,47.8,1,37,
1786580335,disarmed,49.2,1,37,
1786580336,disarmed,51.0,1,37,
1786580337,disarmed,52.3,1,37,3068246
1786580338,disarmed,53.6,1,37,
1786580339,disarmed,54.9,1,37,
1786580340,disarmed,56.0,1,37,
1786580341,disarmed,57.6,1,37,
1786580342,disarmed,58.6,1,37,
1786580343,disarmed,59.8,1,37,
1786580344,disarmed,60.8,1,37,
1786580345,disarmed,62.1,1,37,
1786580346,disarmed,63.1,1,37,
1786580347,disarmed,64.0,1,37,
1786580348,disarmed,65.0,1,37,
1786580349,disarmed,65.8,1,37,
1786580350,disarmed,66.7,1,37,
1786580351,disarmed,67.9,1,37,
1786580352,disarmed,68.6,1,37,3071596
1786580353,disarmed,69.4,1,37,
1786580354,disarmed,70.2,1,37,
1786580355,disarmed,71.2,1,37,
1786580356,disarmed,66.7,1,37,
1786580357,disarmed,62.4,1,37,
1786580358,disarmed,59.2,1,37,
1786580359,disarmed,55.8,1,37,
1786580360,disarmed,51.2,1,37,
1786580361,disarmed,48.1,1,37,
1786580362,disarmed,44.8,1,37,
1786580363,disarmed,41.8,1,37,
1786580364,disarmed,37.8,1,37,
1786580365,disarmed,35.1,1,37,
1786580366,disarmed,32.3,1,37,
1786580367,disarmed,29.8,1,37,3074856
1786580368,disarmed,27.1,1,37,
1786580369,disarmed,29.9,1,37,
1786580370,disarmed,30.5,1,37,
1786580371,disarmed,32.4,1,37,
1786580372,disarmed,34.9,1,37,
1786580373,disarmed,36.5,1,37,
1786580374,disarmed,38.5,1,37,
1786580375,disarmed,40.8,1,37,
1786580376,disarmed,42.3,1,37,
1786580377,disarmed,44.0,1,37,
1786580378,disarmed,45.5,1,37,
1786580379,disarmed,47.1,1,37,
1786580380,disarmed,48.9,1,37,
1786580381,disarmed,50.3,1,37,
1786580383,disarmed,51.5,1,37,3078201
1786580384,disarmed,53.0,1,37,
1786580385,disarmed,54.6,1,37,
1786580386,disarmed,55.8,1,37,
1786580387,disarmed,57.0,1,37,
1786580388,disarmed,58.1,1,37,
1786580389,disarmed,59.2,1,37,
1786580390,disarmed,60.5,1,37,
1786580391,disarmed,61.6,1,37,
1786580392,disarmed,62.6,1,37,
1786580393,disarmed,63.6,1,37,
1786580394,disarmed,64.8,1,37,
1786580395,disarmed,65.7,1,37,
1786580396,disarmed,66.6,1,37,
1786580397,disarmed,67.4,1,37,
1786580398,disarmed,68.2,1,37,3081557
1786580399,disarmed,69.1,1,37,
1786580400,disarmed,70.0,1,37,
1786580401,disarmed,70.8,1,37,
1786580402,disarmed,68.7,1,37,
1786580403,disarmed,65.1,1,37,
1786580404,disarmed,61.1,1,37,
1786580405,disarmed,55.7,1,37,
1786580406,disarmed,52.7,1,37,
1786580407,disarmed,49.0,1,37,
1786580408,disarmed,46.1,1,37,
1786580409,disarmed,42.8,1,37,
1786580410,disarmed,38.7,1,37,
1786580411,disarmed,35.8,1,37,
1786580412,disarmed,32.9,1,37,
1786580413,disarmed,30.2,1,37,3084780
1786580414,disarmed,27.9,1,37,
1786580415,disarmed,25.7,1,37,
1786580416,disarmed,29.3,1,37,
1786580417,disarmed,31.7,1,37,
1786580418,disarmed,34.0,1,37,
1786580419,disarmed,36.0,1,37,
1786580420,disarmed,38.4,1,37,
1786580421,disarmed,40.0,1,37,
1786580422,disarmed,41.8,1,37,
1786580423,disarmed,43.3,1,37,
1786580424,disarmed,44.9,1,37,
1786580425,disarmed,46.9,1,37,
1786580426,disarmed,48.4,1,37,
1786580427,disarmed,49.7,1,37,
1786580428,disarmed,51.2,1,37,3088136
1786580429,disarmed,52.3,1,37,
1786580430,disarmed,54.1,1,37,
1786580431,disarmed,55.3,1,37,
1786580432,disarmed,56.5,1,37,
1786580433,disarmed,57.7,1,37,
1786580434,disarmed,58.8,1,37,
1786580436,disarmed,60.2,1,37,
1786580437,disarmed,61.3,1,37,
1786580438,disarmed,62.2,1,37,
1786580439,disarmed,63.2,1,37,
1786580440,disarmed,64.1,1,37,
1786580441,disarmed,65.4,1,37,
1786580442,disarmed,66.3,1,37,
1786580443,disarmed,67.0,1,37,
1786580444,disarmed,67.9,1,37,3091368
1786580445,disarmed,68.7,1,37,
1786580446,disarmed,69.7,1,37,
1786580447,disarmed,70.5,1,37,
1786580448,disarmed,71.2,1,37,
1786580449,disarmed,66.0,1,37,
1786580450,disarmed,62.5,1,37,
1786580451,disarmed,57.6,1,37,
1786580452,disarmed,54.1,1,37,
1786580453,disarmed,50.4,1,37,
1786580454,disarmed,47.4,1,37,
1786580455,disarmed,44.3,1,37,
1786580456,disarmed,40.1,1,37,
1786580457,disarmed,37.1,1,37,
1786580458,disarmed,34.5,1,37,
1786580459,disarmed,31.6,1,37,3094737
1786580460,disarmed,28.4,1,37,
