ts,phase,level,online,restores,est_npkts
1786577840,disarmed,42.6,1,37,
1786577841,disarmed,44.1,1,37,
1786577842,disarmed,45.7,1,37,
1786577843,disarmed,47.8,1,37,2530836
1786577844,disarmed,49.1,1,37,
1786577845,disarmed,50.5,1,37,
1786577846,disarmed,51.8,1,37,
1786577847,disarmed,53.5,1,37,
1786577848,disarmed,54.7,1,37,
1786577849,disarmed,55.9,1,37,
1786577850,disarmed,57.0,1,37,
1786577851,disarmed,58.2,1,37,
1786577852,disarmed,59.6,1,37,
1786577853,disarmed,60.7,1,37,
1786577854,disarmed,61.7,1,37,
1786577855,disarmed,62.7,1,37,
1786577856,disarmed,63.6,1,37,
1786577857,disarmed,64.9,1,37,
1786577859,disarmed,65.8,1,37,2534174
1786577860,disarmed,66.6,1,37,
1786577861,disarmed,67.5,1,37,
1786577862,disarmed,68.5,1,37,
1786577863,disarmed,69.4,1,37,
1786577864,disarmed,70.1,1,37,
1786577865,disarmed,70.8,1,37,
1786577866,disarmed,67.8,1,37,
1786577867,disarmed,63.7,1,37,
1786577868,disarmed,60.6,1,37,
1786577869,disarmed,56.6,1,37,
1786577870,disarmed,52.6,1,37,
1786577871,disarmed,49.3,1,37,
1786577872,disarmed,45.0,1,37,
1786577873,disarmed,42.2,1,37,
1786577874,disarmed,39.0,1,37,2537428
1786577875,disarmed,36.2,1,37,
1786577876,disarmed,32.4,1,37,
1786577877,disarmed,29.8,1,37,
1786577878,disarmed,27.4,1,37,
1786577879,disarmed,28.8,1,37,
1786577880,disarmed,29.4,1,37,
1786577881,disarmed,32.5,1,37,
1786577882,disarmed,34.4,1,37,
1786577883,disarmed,36.4,1,37,
1786577884,disarmed,38.4,1,37,
1786577885,disarmed,39.9,1,37,
1786577886,disarmed,42.3,1,37,
1786577887,disarmed,43.7,1,37,
1786577888,disarmed,45.4,1,37,
1786577889,disarmed,46.8,1,37,2540769
1786577890,disarmed,48.8,1,37,
1786577891,disarmed,50.1,1,37,
1786577892,disarmed,51.5,1,37,
1786577893,disarmed,52.7,1,37,
1786577894,disarmed,54.0,1,37,
1786577895,disarmed,55.6,1,37,
1786577896,disarmed,56.8,1,37,
1786577897,disarmed,57.9,1,37,
1786577898,disarmed,59.0,1,37,
1786577899,disarmed,60.4,1,37,
1786577900,disarmed,61.4,1,37,
1786577901,disarmed,62.5,1,37,
1786577902,disarmed,63.4,1,37,
1786577903,disarmed,64.4,1,37,
1786577904,disarmed,65.5,1,37,2544012
1786577905,disarmed,66.4,1,37,
1786577906,disarmed,67.2,1,37,
1786577907,disarmed,68.1,1,37,
1786577908,disarmed,68.8,1,37,
1786577910,disarmed,69.9,1,37,
1786577911,disarmed,70.7,1,37,
1786577912,disarmed,70.7,1,37,
1786577913,disarmed,65.8,1,37,
1786577914,disarmed,61.0,1,37,
1786577915,disarmed,56.9,1,37,
1786577916,disarmed,53.1,1,37,
1786577917,disarmed,50.1,1,37,
1786577918,disarmed,46.7,1,37,
1786577919,disarmed,43.5,1,37,
1786577920,disarmed,39.5,1,37,2547357
1786577921,disarmed,36.4,1,37,
1786577922,disarmed,33.9,1,37,
1786577923,disarmed,31.0,1,37,
1786577924,disarmed,28.6,1,37,
1786577925,disarmed,27.4,1,37,
1786577926,disarmed,29.3,1,37,
1786577927,disarmed,32.6,1,37,
1786577928,disarmed,33.8,1,37,
1786577929,disarmed,36.4,1,37,
1786577930,disarmed,38.2,1,37,
1786577931,disarmed,39.8,1,37,
1786577932,disarmed,41.6,1,37,
1786577933,disarmed,43.2,1,37,
1786577934,disarmed,45.3,1,37,
1786577935,disarmed,46.8,1,37,2550582
1786577936,disarmed,48.3,1,37,
1786577937,disarmed,49.7,1,37,
1786577938,disarmed,51.0,1,37,
1786577939,disarmed,52.8,1,37,
1786577940,disarmed,54.0,1,37,
1786577941,disarmed,55.3,1,37,
1786577942,disarmed,56.4,1,37,
1786577943,disarmed,57.6,1,37,
1786577944,disarmed,59.1,1,37,
1786577945,disarmed,60.1,1,37,
1786577946,disarmed,61.0,1,37,
1786577947,disarmed,62.1,1,37,
1786577948,disarmed,63.4,1,37,
1786577949,disarmed,64.3,1,37,
1786577950,disarmed,65.3,1,37,2553932
1786577951,disarmed,66.1,1,37,
1786577952,disarmed,67.0,1,37,
1786577953,disarmed,68.1,1,37,
1786577954,disarmed,68.9,1,37,
1786577955,disarmed,69.7,1,37,
1786577956,disarmed,70.4,1,37,
1786577957,disarmed,71.2,1,37,
1786577958,disarmed,65.8,1,37,
1786577959,disarmed,61.9,1,37,
1786577960,disarmed,57.6,1,37,
1786577961,disarmed,54.5,1,37,
1786577963,disarmed,50.9,1,37,
1786577964,disarmed,46.8,1,37,
1786577965,disarmed,43.5,1,37,
1786577966,disarmed,40.6,1,37,2557164
1786577967,disarmed,37.4,1,37,
1786577968,disarmed,33.7,1,37,
1786577969,disarmed,31.2,1,37,
1786577970,disarmed,28.5,1,37,
1786577971,disarmed,26.2,1,37,
1786577972,disarmed,28.8,1,37,
1786577973,disarmed,31.2,1,37,
1786577974,disarmed,33.6,1,37,
1786577975,disarmed,35.3,1,37,
1786577976,disarmed,37.2,1,37,
1786577977,disarmed,39.7,1,37,
1786577978,disarmed,41.3,1,37,
1786577979,disarmed,43.0,1,37,
1786577980,disarmed,44.6,1,37,
1786577981,disarmed,46.1,1,37,2560507
1786577982,disarmed,48.1,1,37,
1786577983,disarmed,49.5,1,37,
1786577984,disarmed,50.7,1,37,
1786577985,disarmed,52.2,1,37,
1786577986,disarmed,53.4,1,37,
1786577987,disarmed,55.0,1,37,
1786577988,disarmed,56.3,1,37,
1786577989,disarmed,57.4,1,37,
1786577990,disarmed,58.5,1,37,
1786577991,disarmed,59.6,1,37,
1786577992,disarmed,61.0,1,37,
1786577993,disarmed,62.0,1,37,
1786577994,disarmed,62.9,1,37,
1786577995,disarmed,63.9,1,37,
1786577996,disarmed,64.9,1,37,2563842
1786577997,disarmed,66.0,1,37,
1786577998,disarmed,66.9,1,37,
1786577999,disarmed,67.7,1,37,
1786578000,disarmed,68.6,1,37,
1786578001,disarmed,69.5,1,37,
1786578002,disarmed,70.3,1,37,
1786578003,disarmed,71.1,1,37,
1786578004,disarmed,65.9,1,37,
1786578005,disarmed,62.3,1,37,
1786578006,disarmed,58.3,1,37,
1786578007,disarmed,54.5,1,37,
1786578008,disarmed,51.6,1,37,
1786578009,disarmed,47.9,1,37,
1786578010,disarmed,44.8,1,37,
1786578011,disarmed,40.6,1,37,2567086
1786578013,disarmed,37.7,1,37,
1786578014,disarmed,35.0,1,37,
1786578015,disarmed,32.1,1,37,
1786578016,disarmed,29.6,1,37,
1786578017,disarmed,26.2,1,37,
1786578018,disarmed,28.7,1,37,
1786578019,disarmed,30.4,1,37,
1786578020,disarmed,32.5,1,37,
1786578021,disarmed,34.5,1,37,
1786578022,disarmed,36.9,1,37,
1786578023,disarmed,38.7,1,37,
1786578024,disarmed,40.5,1,37,
1786578025,disarmed,42.2,1,37,
1786578026,disarmed,43.7,1,37,
1786578027,disarmed,45.9,1,37,2570428
1786578028,disarmed,47.3,1,37,
1786578029,disarmed,48.7,1,37,
1786578030,disarmed,50.3,1,37,
1786578031,disarmed,51.5,1,37,
1786578032,disarmed,53.3,1,37,
1786578033,disarmed,54.4,1,37,
1786578034,disarmed,55.7,1,37,
1786578035,disarmed,56.9,1,37,
1786578036,disarmed,58.3,1,37,
1786578037,disarmed,59.4,1,37,
1786578038,disarmed,60.5,1,37,
1786578039,disarmed,61.5,1,37,
1786578040,disarmed,62.5,1,37,
1786578041,disarmed,63.8,1,37,
1786578042,disarmed,64.6,1,37,2573645
1786578043,disarmed,65.6,1,37,
1786578044,disarmed,66.5,1,37,
1786578045,disarmed,67.3,1,37,
1786578046,disarmed,68.4,1,37,
1786578047,disarmed,69.3,1,37,
1786578048,disarmed,70.0,1,37,
1786578049,disarmed,70.8,1,37,
1786578050,disarmed,69.3,1,37,
1786578051,disarmed,63.8,1,37,
1786578052,disarmed,59.8,1,37,
1786578053,disarmed,56.7,1,37,
1786578054,disarmed,52.9,1,37,
1786578055,disarmed,49.8,1,37,
1786578056,disarmed,46.2,1,37,
1786578057,disarmed,42.0,1,37,2576995
1786578058,disarmed,39.2,1,37,
1786578059,disarmed,36.1,1,37,
1786578060,disarmed,33.6,1,37,
1786578061,disarmed,30.0,1,37,
1786578062,disarmed,27.5,1,37,
1786578063,disarmed,28.9,1,37,
1786578065,disarmed,29.5,1,37,
1786578066,disarmed,31.9,1,37,
1786578067,disarmed,34.8,1,37,
1786578068,disarmed,36.6,1,37,
1786578069,disarmed,38.6,1,37,
1786578070,disarmed,40.1,1,37,
1786578071,disarmed,41.9,1,37,
1786578072,disarmed,44.1,1,37,
1786578073,disarmed,45.5,1,37,2580237
1786578074,disarmed,47.1,1,37,
1786578075,disarmed,48.5,1,37,
1786578076,disarmed,49.9,1,37,
1786578077,disarmed,51.7,1,37,
1786578078,disarmed,52.9,1,37,
1786578079,disarmed,54.3,1,37,
1786578080,disarmed,55.4,1,37,
1786578081,disarmed,56.6,1,37,
1786578082,disarmed,57.8,1,37,
1786578083,disarmed,59.2,1,37,
1786578084,disarmed,60.3,1,37,
1786578085,disarmed,61.3,1,37,
1786578086,disarmed,62.3,1,37,
1786578087,disarmed,63.5,1,37,
1786578088,disarmed,64.5,1,37,2583591
1786578089,disarmed,65.4,1,37,
1786578090,disarmed,66.3,1,37,
1786578091,disarmed,67.3,1,37,
1786578092,armed,68.2,1,37,
1786578093,armed,69.0,1,37,
1786578094,armed,69.8,1,37,
1786578095,armed,70.5,1,37,
1786578096,armed,67.6,1,37,
1786578097,armed,65.4,1,37,
1786578098,armed,61.0,1,37,
1786578099,armed,57.5,1,37,
1786578100,armed,52.8,1,37,
1786578101,armed,49.4,1,37,
1786578102,armed,46.4,1,37,
1786578103,armed,43.1,1,37,2586830
1786578104,armed,40.3,1,37,
1786578105,armed,36.3,1,37,
1786578106,armed,33.3,1,37,
1786578107,armed,30.9,1,37,
1786578108,armed,28.1,1,37,
1786578109,armed,25.8,1,37,
1786578110,armed,29.4,1,37,
1786578111,armed,31.8,1,37,
1786578112,armed,34.0,1,37,
1786578113,armed,35.9,1,37,
1786578114,armed,37.6,1,37,
1786578116,armed,40.0,1,37,
1786578117,armed,41.8,1,37,
1786578118,armed,43.3,1,37,
1786578119,armed,45.0,1,37,2590165
1786578120,armed,46.9,1,37,
1786578121,armed,48.4,1,37,
1786578122,armed,49.8,1,37,
1786578123,armed,51.2,1,37,
1786578124,armed,52.4,1,37,
1786578125,armed,54.1,1,37,
1786578126,armed,55.4,1,37,
1786578127,armed,56.5,1,37,
1786578128,armed,57.7,1,37,
1786578129,armed,58.8,1,37,
1786578130,armed,60.2,1,37,
1786578131,armed,61.2,1,37,
1786578132,armed,62.2,1,37,
1786578133,armed,63.2,1,37,
1786578134,armed,64.1,1,37,2593521
1786578135,armed,65.3,1,37,
1786578136,armed,66.2,1,37,
1786578137,armed,67.1,1,37,
1786578138,armed,67.9,1,37,
1786578139,armed,68.7,1,37,
1786578140,armed,69.8,1,37,
1786578141,armed,70.6,1,37,
1786578142,armed,71.3,1,37,
1786578143,armed,66.2,1,37,
1786578144,armed,62.5,1,37,
1786578145,armed,57.6,1,37,
1786578146,armed,54.5,1,37,
1786578147,armed,50.9,1,37,
1786578148,armed,47.6,1,37,
1786578149,armed,44.1,1,37,2596725
1786578150,armed,40.2,1,37,
1786578151,armed,37.1,1,37,
1786578152,armed,34.6,1,37,
1786578153,armed,31.7,1,37,
1786578154,armed,29.2,1,37,
1786578155,armed,25.9,1,37,
1786578156,armed,29.2,1,37,
1786578157,armed,31.3,1,37,
1786578158,armed,33.2,1,37,
1786578159,armed,34.8,1,37,
1786578160,armed,37.6,1,37,
1786578161,armed,39.3,1,37,
1786578162,armed,41.1,1,37,
1786578163,armed,42.7,1,37,
1786578164,armed,44.8,1,37,2600090
1786578165,armed,46.2,1,37,
1786578167,armed,47.8,1,37,
1786578168,armed,49.1,1,37,
1786578169,armed,50.5,1,37,
1786578170,armed,52.4,1,37,
1786578171,armed,53.7,1,37,
1786578172,armed,54.9,1,37,
1786578173,armed,56.1,1,37,
1786578174,armed,57.2,1,37,
1786578175,armed,58.4,1,37,
1786578176,armed,59.9,1,37,
1786578177,armed,60.8,1,37,
1786578178,armed,61.9,1,37,
1786578179,armed,62.8,1,37,
1786578180,armed,63.8,1,37,2603323
1786578181,armed,65.0,1,37,
1786578182,armed,65.9,1,37,
1786578183,armed,66.2,1,37,
1786578184,armed,67.7,1,37,
1786578185,armed,68.5,1,37,
1786578186,armed,69.2,1,37,
1786578187,armed,70.3,1,37,
1786578188,armed,71.1,1,37,
1786578189,armed,67.0,1,37,
1786578190,armed,63.7,1,37,
1786578191,armed,60.6,1,37,
1786578192,armed,55.7,1,37,
1786578193,armed,52.0,1,37,
1786578194,armed,48.5,1,37,
1786578195,armed,45.5,1,37,2606530
1786578196,armed,41.2,1,37,
1786578197,armed,38.1,1,37,
1786578198,armed,35.5,1,37,
1786578199,armed,32.7,1,37,
1786578200,armed,30.0,1,37,
1786578201,armed,26.7,1,37,
1786578202,armed,29.8,1,37,
1786578203,armed,31.1,1,37,
1786578204,armed,32.8,1,37,
1786578205,armed,34.7,1,37,
1786578206,armed,37.3,1,37,
1786578207,armed,39.2,1,37,
1786578208,armed,41.0,1,37,
1786578209,armed,42.5,1,37,
1786578210,armed,44.2,1,37,2609763
1786578211,armed,46.1,1,37,
1786578212,armed,47.6,1,37,
1786578213,armed,49.0,1,37,
1786578214,armed,50.5,1,37,
1786578215,armed,52.1,1,37,
1786578216,armed,53.4,1,37,
1786578217,armed,54.6,1,37,
1786578218,armed,55.9,1,37,
1786578220,armed,57.4,1,37,
1786578221,armed,58.5,1,37,
1786578222,armed,59.5,1,37,
1786578223,armed,60.6,1,37,
1786578224,armed,61.7,1,37,
1786578225,armed,62.9,1,37,
1786578226,armed,63.9,1,37,2613106
1786578227,armed,64.8,1,37,
1786578228,armed,65.7,1,37,
1786578229,armed,66.5,1,37,
1786578230,armed,67.7,1,37,
1786578231,armed,68.5,1,37,
1786578232,armed,69.3,1,37,
1786578233,armed,70.1,1,37,
1786578234,armed,70.8,1,37,
1786578235,armed,65.7,1,37,
1786578236,armed,63.4,1,37,
1786578237,armed,59.9,1,37,
1786578238,armed,56.3,1,37,
1786578239,armed,51.6,1,37,
1786578240,armed,48.0,1,37,
1786578241,armed,45.0,1,37,2616330
1786578242,armed,42.0,1,37,
1786578243,armed,38.1,1,37,
1786578244,armed,35.3,1,37,
1786578245,armed,32.5,1,37,
1786578246,armed,29.9,1,37,
1786578247,armed,27.3,1,37,
1786578248,armed,30.3,1,37,
1786578249,armed,30.6,1,37,
1786578250,armed,32.7,1,37,
1786578251,armed,34.8,1,37,
1786578252,armed,36.6,1,37,
1786578253,armed,38.9,1,37,
1786578254,armed,40.7,1,37,
1786578255,armed,42.3,1,37,
1786578256,armed,43.9,1,37,2619675
1786578257,armed,46.1,1,37,
1786578258,armed,47.4,1,37,
1786578259,armed,48.9,1,37,
1786578260,armed,50.3,1,37,
1786578261,armed,51.5,1,37,
1786578262,armed,53.3,1,37,
1786578263,armed,54.6,1,37,
1786578264,armed,55.8,1,37,
1786578265,armed,57.0,1,37,
1786578266,armed,58.4,1,37,
1786578267,armed,59.5,1,37,
1786578268,armed,60.6,1,37,
1786578269,armed,61.5,1,37,
1786578270,armed,62.6,1,37,
1786578272,armed,63.8,1,37,2622921
1786578273,armed,64.8,1,37,
1786578274,armed,65.6,1,37,
1786578275,armed,66.5,1,37,
1786578276,armed,67.3,1,37,
1786578277,armed,68.5,1,37,
1786578278,armed,69.3,1,37,
1786578279,armed,70.0,1,37,
1786578280,armed,70.8,1,37,
1786578281,armed,69.8,1,37,
1786578282,armed,64.0,1,37,
1786578283,armed,60.1,1,37,
1786578284,armed,56.9,1,37,
1786578285,armed,53.1,1,37,
1786578286,armed,49.8,1,37,
1786578287,armed,45.4,1,37,2626274
1786578288,armed,42.1,1,37,
1786578289,armed,39.4,1,37,
1786578290,armed,36.4,1,37,
1786578291,armed,33.8,1,37,
1786578292,armed,30.1,1,37,
1786578293,armed,27.6,1,37,
1786578294,armed,28.1,1,37,
1786578295,armed,29.1,1,37,
1786578296,armed,31.9,1,37,
1786578297,armed,34.4,1,37,
1786578298,armed,36.3,1,37,
1786578299,armed,38.1,1,37,
1786578300,armed,39.8,1,37,
1786578301,armed,42.1,1,37,
1786578302,armed,43.7,1,37,2629502
1786578303,armed,45.3,1,37,
1786578304,armed,46.7,1,37,
1786578305,armed,48.2,1,37,
1786578306,armed,50.2,1,37,
1786578307,armed,51.4,1,37,
1786578308,armed,52.8,1,37,
1786578309,armed,53.9,1,37,
1786578310,armed,55.2,1,37,
1786578311,armed,56.8,1,37,
1786578312,armed,57.9,1,37,
1786578313,armed,59.1,1,37,
1786578314,armed,60.1,1,37,
1786578315,armed,61.1,1,37,
1786578316,armed,62.4,1,37,
1786578317,armed,63.4,1,37,2632855
1786578318,armed,64.4,1,37,
1786578319,armed,65.3,1,37,
1786578320,armed,66.5,1,37,
1786578321,armed,67.2,1,37,
1786578322,armed,68.1,1,37,
1786578323,armed,68.9,1,37,
1786578325,armed,69.7,1,37,
1786578326,armed,70.4,1,37,
1786578327,armed,67.7,1,37,
1786578328,armed,65.4,1,37,
1786578329,armed,60.8,1,37,
1786578330,armed,57.4,1,37,
1786578331,armed,53.0,1,37,
1786578332,armed,49.5,1,37,
1786578333,armed,46.6,1,37,2636103
1786578334,armed,43.2,1,37,
1786578335,armed,40.4,1,37,
1786578336,armed,36.4,1,37,
1786578337,armed,33.5,1,37,
1786578338,armed,30.8,1,37,
1786578339,armed,28.3,1,37,
1786578340,armed,25.9,1,37,
1786578341,armed,29.4,1,37,
1786578342,armed,32.0,1,37,
1786578343,armed,34.0,1,37,
1786578344,armed,35.8,1,37,
1786578345,armed,37.6,1,37,
1786578346,armed,40.0,1,37,
1786578347,armed,41.8,1,37,
1786578348,armed,43.3,1,37,2639470
1786578349,armed,44.9,1,37,
1786578350,armed,46.5,1,37,
1786578351,armed,48.3,1,37,
1786578352,armed,49.8,1,37,
1786578353,armed,51.1,1,37,
1786578354,armed,52.5,1,37,
1786578355,armed,53.7,1,37,
1786578356,armed,55.3,1,37,
1786578357,armed,56.6,1,37,
1786578358,armed,57.6,1,37,
1786578359,armed,58.8,1,37,
1786578360,armed,59.8,1,37,
1786578361,armed,61.3,1,37,
1786578362,armed,62.3,1,37,
1786578363,armed,63.2,1,37,2642711
1786578364,armed,64.2,1,37,
1786578365,armed,65.0,1,37,
1786578366,armed,66.3,1,37,
1786578367,armed,67.2,1,37,
1786578368,armed,67.9,1,37,
1786578369,armed,68.8,1,37,
1786578370,armed,69.5,1,37,
1786578371,armed,70.5,1,37,
1786578372,armed,71.2,1,37,
1786578373,armed,65.9,1,37,
1786578374,armed,62.0,1,37,
1786578375,armed,58.2,1,37,
1786578376,armed,53.3,1,37,
1786578377,armed,50.4,1,37,
1786578379,armed,46.8,1,37,2646055
1786578380,armed,43.6,1,37,
1786578381,armed,40.6,1,37,
1786578382,armed,36.7,1,37,
1786578383,armed,34.0,1,37,
1786578384,armed,31.1,1,37,
1786578385,armed,28.7,1,37,
1786578386,armed,26.1,1,37,
1786578387,armed,29.2,1,37,
1786578388,armed,31.6,1,37,
1786578389,armed,34.0,1,37,
1786578390,armed,35.6,1,37,
1786578391,armed,38.1,1,37,
1786578392,disarmed,39.9,1,37,
1786578393,disarmed,41.5,1,37,
1786578394,disarmed,43.2,1,37,2649407
1786578395,disarmed,44.8,1,37,
1786578396,disarmed,46.7,1,37,
1786578397,disarmed,48.1,1,37,
1786578398,disarmed,49.7,1,37,
1786578399,disarmed,51.1,1,37,
1786578400,disarmed,52.7,1,37,
1786578401,disarmed,54.0,1,37,
1786578402,disarmed,55.2,1,37,
1786578403,disarmed,56.4,1,37,
1786578404,disarmed,57.5,1,37,
1786578405,disarmed,59.0,1,37,
1786578406,disarmed,60.1,1,37,
1786578407,disarmed,61.1,1,37,
1786578408,disarmed,62.1,1,37,
1786578409,disarmed,63.1,1,37,2652639
1786578410,disarmed,64.3,1,37,
1786578411,disarmed,65.2,1,37,
1786578412,disarmed,66.1,1,37,
1786578413,disarmed,66.9,1,37,
1786578414,disarmed,67.8,1,37,
1786578415,disarmed,68.9,1,37,
1786578416,disarmed,69.7,1,37,
1786578417,disarmed,70.4,1,37,
1786578418,disarmed,71.2,1,37,
1786578419,disarmed,66.7,1,37,
1786578420,disarmed,60.7,1,37,
1786578421,disarmed,57.5,1,37,
1786578422,disarmed,54.4,1,37,
1786578423,disarmed,50.8,1,37,
1786578424,disarmed,47.6,1,37,2655990
1786578425,disarmed,43.3,1,37,
1786578427,disarmed,40.5,1,37,
1786578428,disarmed,37.4,1,37,
1786578429,disarmed,34.9,1,37,
1786578430,disarmed,31.9,1,37,
1786578431,disarmed,28.4,1,37,
1786578432,disarmed,26.0,1,37,
1786578433,disarmed,29.5,1,37,
1786578434,disarmed,31.2,1,37,
1786578435,disarmed,33.4,1,37,
1786578436,disarmed,36.0,1,37,
1786578437,disarmed,37.7,1,37,
1786578438,disarmed,39.5,1,37,
1786578439,disarmed,41.2,1,37,
1786578440,disarmed,42.9,1,37,2659233
1786578441,disarmed,44.9,1,37,
1786578442,disarmed,46.5,1,37,
1786578443,disarmed,48.0,1,37,
1786578444,disarmed,49.3,1,37,
1786578445,disarmed,51.2,1,37,
1786578446,disarmed,52.5,1,37,
1786578447,disarmed,53.8,1,37,
1786578448,disarmed,54.9,1,37,
1786578449,disarmed,56.2,1,37,
1786578450,disarmed,57.7,1,37,
1786578451,disarmed,58.7,1,37,
1786578452,disarmed,59.9,1,37,
1786578453,disarmed,60.9,1,37,
1786578454,disarmed,62.0,1,37,
1786578455,disarmed,63.2,1,37,2662567
1786578456,disarmed,64.2,1,37,
1786578457,disarmed,65.1,1,37,
1786578458,disarmed,65.9,1,37,
1786578459,disarmed,66.8,1,37,
1786578460,disarmed,67.9,1,37,
1786578461,disarmed,68.7,1,37,
1786578462,disarmed,69.4,1,37,
1786578463,disarmed,70.2,1,37,
1786578464,disarmed,71.3,1,37,
1786578465,disarmed,66.8,1,37,
1786578466,disarmed,62.5,1,37,
1786578467,disarmed,58.9,1,37,
1786578468,disarmed,55.7,1,37,
1786578469,disarmed,50.9,1,37,
1786578470,disarmed,47.5,1,37,2665801
1786578471,disarmed,44.5,1,37,
1786578472,disarmed,41.1,1,37,
1786578473,disarmed,38.5,1,37,
1786578474,disarmed,34.6,1,37,
1786578475,disarmed,31.7,1,37,
1786578476,disarmed,29.3,1,37,
1786578477,disarmed,26.6,1,37,
1786578479,disarmed,28.3,1,37,
1786578480,disarmed,31.4,1,37,
1786578481,disarmed,33.2,1,37,
1786578482,disarmed,34.9,1,37,
1786578483,disarmed,37.0,1,37,
1786578484,disarmed,39.3,1,37,
1786578485,disarmed,41.1,1,37,
1786578486,disarmed,42.8,1,37,2669170
1786578487,disarmed,44.3,1,37,
1786578488,disarmed,45.8,1,37,
1786578489,disarmed,47.8,1,37,
1786578490,disarmed,49.2,1,37,
1786578491,disarmed,50.6,1,37,
1786578492,disarmed,52.0,1,37,
1786578493,disarmed,53.2,1,37,
1786578494,disarmed,54.9,1,37,
1786578495,disarmed,56.1,1,37,
1786578496,disarmed,57.2,1,37,
1786578497,disarmed,58.4,1,37,
1786578498,disarmed,59.4,1,37,
1786578499,disarmed,60.8,1,37,
1786578500,disarmed,61.8,1,37,
1786578501,disarmed,62.8,1,37,2672405
1786578502,disarmed,63.7,1,37,
1786578503,disarmed,64.9,1,37,
1786578504,disarmed,65.9,1,37,
1786578505,disarmed,66.7,1,37,
1786578506,disarmed,67.6,1,37,
1786578507,disarmed,68.4,1,37,
1786578508,disarmed,69.5,1,37,
1786578509,disarmed,70.1,1,37,
1786578510,disarmed,70.9,1,37,
1786578511,disarmed,68.6,1,37,
1786578512,disarmed,64.7,1,37,
1786578513,disarmed,59.5,1,37,
1786578514,disarmed,55.8,1,37,
1786578515,disarmed,52.2,1,37,
1786578516,disarmed,49.2,1,37,2675754
1786578517,disarmed,44.7,1,37,
1786578518,disarmed,41.5,1,37,
1786578519,disarmed,38.8,1,37,
1786578520,disarmed,35.6,1,37,
1786578521,disarmed,33.1,1,37,
1786578522,disarmed,29.5,1,37,
1786578523,disarmed,27.1,1,37,
1786578524,disarmed,27.2,1,37,
1786578525,disarmed,29.8,1,37,
1786578526,disarmed,31.8,1,37,
1786578527,disarmed,34.9,1,37,
1786578528,disarmed,36.7,1,37,
1786578530,disarmed,38.5,1,37,
1786578531,disarmed,40.3,1,37,
1786578532,disarmed,41.9,1,37,2678984
1786578533,disarmed,44.1,1,37,
1786578534,disarmed,45.6,1,37,
1786578535,disarmed,47.1,1,37,
1786578536,disarmed,48.6,1,37,
1786578537,disarmed,49.9,1,37,
1786578538,disarmed,51.8,1,37,
1786578539,disarmed,52.9,1,37,
1786578540,disarmed,54.3,1,37,
1786578541,disarmed,55.4,1,37,
1786578542,disarmed,57.0,1,37,
1786578543,disarmed,58.1,1,37,
1786578544,disarmed,59.2,1,37,
1786578545,disarmed,60.3,1,37,
1786578546,disarmed,61.3,1,37,
1786578547,disarmed,62.6,1,37,2682357
1786578548,disarmed,63.6,1,37,
1786578549,disarmed,64.4,1,37,
1786578550,disarmed,65.4,1,37,
1786578551,disarmed,66.5,1,37,
1786578552,disarmed,67.4,1,37,
1786578553,disarmed,68.2,1,37,
1786578554,disarmed,69.0,1,37,
1786578555,disarmed,69.8,1,37,
1786578556,disarmed,70.5,1,37,
1786578557,disarmed,67.6,1,37,
1786578558,disarmed,65.3,1,37,
1786578559,disarmed,61.2,1,37,
1786578560,disarmed,57.5,1,37,
1786578561,disarmed,52.9,1,37,
1786578562,disarmed,49.4,1,37,2685707
1786578563,disarmed,46.5,1,37,
1786578564,disarmed,43.2,1,37,
1786578565,disarmed,40.2,1,37,
1786578566,disarmed,36.3,1,37,
1786578567,disarmed,33.3,1,37,
1786578568,disarmed,30.8,1,37,
1786578569,disarmed,28.2,1,37,
1786578570,disarmed,26.1,1,37,
1786578571,disarmed,29.5,1,37,
1786578572,disarmed,31.9,1,37,
1786578573,disarmed,34.2,1,37,
1786578574,disarmed,36.3,1,37,
1786578575,disarmed,38.0,1,37,
1786578576,disarmed,40.3,1,37,
1786578577,disarmed,42.0,1,37,2688944
1786578578,disarmed,43.8,1,37,
1786578579,disarmed,45.2,1,37,
1786578581,disarmed,46.8,1,37,
1786578582,disarmed,48.2,1,37,
1786578583,disarmed,50.1,1,37,
1786578584,disarmed,51.5,1,37,
1786578585,disarmed,52.7,1,37,
1786578586,disarmed,54.0,1,37,
1786578587,disarmed,55.5,1,37,
1786578588,disarmed,56.8,1,37,
1786578589,disarmed,57.8,1,37,
1786578590,disarmed,59.0,1,37,
1786578591,disarmed,60.0,1,37,
1786578592,disarmed,61.4,1,37,
1786578593,disarmed,62.4,1,37,2692307
1786578594,disarmed,63.4,1,37,
1786578595,disarmed,64.4,1,37,
1786578596,disarmed,65.2,1,37,
1786578597,disarmed,66.4,1,37,
1786578598,disarmed,67.3,1,37,
1786578599,disarmed,68.1,1,37,
1786578600,disarmed,68.9,1,37,
1786578601,disarmed,69.6,1,37,
1786578602,disarmed,70.7,1,37,
1786578603,disarmed,71.1,1,37,
1786578604,disarmed,65.8,1,37,
1786578605,disarmed,62.1,1,37,
1786578606,disarmed,57.1,1,37,
1786578607,disarmed,53.3,1,37,
1786578608,disarmed,50.1,1,37,2695553
1786578609,disarmed,46.8,1,37,
1786578610,disarmed,43.8,1,37,
1786578611,disarmed,39.6,1,37,
1786578612,disarmed,36.8,1,37,
