ts,level,online,restores
1786566995.834,61.1,1,27
1786566996.852,56.6,1,27
1786566997.875,53.0,1,27
1786566998.897,50.0,1,27
1786566999.920,46.5,1,27
1786567000.941,42.2,1,27
1786567001.966,39.3,1,27
1786567002.984,36.3,1,27
1786567004.008,33.6,1,27
1786567005.031,30.9,1,27
1786567006.053,27.7,1,27
1786567007.073,29.0,1,27
1786567008.095,29.7,1,27
1786567009.116,32.0,1,27
1786567010.136,35.0,1,27
1786567011.154,36.8,1,27
1786567012.177,38.7,1,27
1786567013.198,40.2,1,27
1786567014.219,41.9,1,27
1786567015.240,44.1,1,27
1786567016.260,45.7,1,27
1786567017.280,47.2,1,27
1786567018.302,48.6,1,27
1786567019.322,50.0,1,27
1786567020.343,51.8,1,27
1786567021.362,53.0,1,27
1786567022.383,54.4,1,27
1786567023.401,55.5,1,27
1786567024.427,56.7,1,27
1786567025.448,58.3,1,27
1786567026.474,59.3,1,27
1786567027.499,60.4,1,27
1786567028.519,61.4,1,27
1786567029.544,62.4,1,27
1786567030.569,63.7,1,27
1786567031.590,64.6,1,27
1786567032.611,65.6,1,27
1786567033.637,66.4,1,27
1786567034.658,67.3,1,27
1786567035.681,68.4,1,27
1786567036.704,69.2,1,27
1786567037.729,70.0,1,27
1786567038.756,70.7,1,27
1786567039.781,67.9,1,27
1786567040.802,64.0,1,27
1786567041.823,60.7,1,27
1786567042.846,56.7,1,27
1786567043.868,53.3,1,27
1786567044.889,48.7,1,27
1786567045.914,45.5,1,27
1786567046.936,42.4,1,27
1786567047.960,39.2,1,27
1786567048.984,35.6,1,27
1786567050.002,32.8,1,27
1786567051.023,30.2,1,27
1786567052.042,27.5,1,27
1786567053.068,26.2,1,27
1786567054.088,29.9,1,27
1786567055.106,32.2,1,27
1786567056.130,34.1,1,27
1786567057.150,36.0,1,27
1786567058.170,37.9,1,27
1786567059.191,40.4,1,27
1786567060.211,41.9,1,27
1786567061.234,43.7,1,27
1786567062.257,45.1,1,27
1786567063.275,47.2,1,27
1786567064.298,48.5,1,27
1786567065.318,50.0,1,27
1786567066.340,51.3,1,27
1786567067.360,53.0,1,27
1786567068.386,54.2,1,27
1786567069.412,55.4,1,27
1786567070.433,56.6,1,27
1786567071.453,58.2,1,27
1786567072.477,59.2,1,27
1786567073.499,60.3,1,27
1786567074.522,61.2,1,27
1786567075.546,62.3,1,27
1786567076.572,63.6,1,27
1786567077.597,64.6,1,27
1786567078.618,65.4,1,27
1786567079.642,66.3,1,27
1786567080.660,67.2,1,27
1786567081.681,68.3,1,27
1786567082.699,69.0,1,27
1786567083.720,69.8,1,27
1786567084.743,70.6,1,27
1786567085.766,71.3,1,27
1786567086.788,65.1,1,27
1786567087.810,61.2,1,27
1786567088.833,57.1,1,27
1786567089.852,53.9,1,27
1786567090.872,49.4,1,27
1786567091.898,46.0,1,27
1786567092.917,43.0,1,27
1786567093.939,39.7,1,27
1786567094.959,37.0,1,27
1786567095.980,33.2,1,27
1786567097.002,30.4,1,27
1786567098.022,28.0,1,27
1786567099.040,25.7,1,27
1786567100.064,29.2,1,27
1786567101.082,31.9,1,27
1786567102.102,34.2,1,27
1786567103.126,36.1,1,27
1786567104.146,37.9,1,27
1786567105.166,39.6,1,27
1786567106.192,41.9,1,27
1786567107.214,43.5,1,27
1786567108.233,45.1,1,27
1786567109.255,46.5,1,27
1786567110.279,48.5,1,27
1786567111.299,49.9,1,27
1786567112.324,51.2,1,27
1786567113.345,52.6,1,27
1786567114.368,53.9,1,27
1786567115.392,55.5,1,27
1786567116.412,56.7,1,27
1786567117.431,57.8,1,27
1786567118.450,58.9,1,27
1786567119.474,60.0,1,27
1786567120.500,61.4,1,27
1786567121.522,62.4,1,27
1786567122.541,63.3,1,27
1786567123.565,64.3,1,27
1786567124.583,65.1,1,27
1786567125.603,66.4,1,27
1786567126.626,67.3,1,27
1786567127.647,68.0,1,27
1786567128.668,68.8,1,27
1786567129.691,69.8,1,27
1786567130.712,70.5,1,27
1786567131.732,71.3,1,27
1786567132.752,66.1,1,27
1786567133.779,62.4,1,27
1786567134.798,57.1,1,27
1786567135.817,54.0,1,27
1786567136.840,50.4,1,27
1786567137.865,47.0,1,27
1786567138.885,43.1,1,27
1786567139.910,39.9,1,27
1786567140.936,37.1,1,27
1786567141.955,34.1,1,27
1786567142.977,31.6,1,27
1786567143.997,28.1,1,27
1786567145.021,25.9,1,27
1786567146.046,29.2,1,27
1786567147.067,31.1,1,27
1786567148.095,33.1,1,27
1786567149.120,35.7,1,27
1786567150.144,37.7,1,27
1786567151.169,39.3,1,27
1786567152.188,41.2,1,27
1786567153.209,43.2,1,27
1786567154.229,44.9,1,27
1786567155.250,46.3,1,27
1786567156.274,47.9,1,27
1786567157.300,49.2,1,27
1786567158.323,51.0,1,27
1786567159.343,52.4,1,27
1786567160.363,53.6,1,27
1786567161.384,54.9,1,27
1786567162.407,56.1,1,27
1786567163.427,57.6,1,27
1786567164.448,58.7,1,27
1786567165.469,59.7,1,27
1786567166.490,60.8,1,27
1786567167.515,61.8,1,27
1786567168.540,63.1,1,27
1786567169.564,64.2,1,27
1786567170.584,65.0,1,27
1786567171.608,65.9,1,27
1786567172.628,67.0,1,27
1786567173.652,67.9,1,27
1786567174.676,68.7,1,27
1786567175.696,69.5,1,27
1786567176.715,70.3,1,27
1786567177.735,71.2,1,27
1786567178.754,65.9,1,27
1786567179.777,62.5,1,27
1786567180.797,58.5,1,27
1786567181.817,55.0,1,27
1786567182.838,50.6,1,27
1786567183.858,47.3,1,27
1786567184.883,44.3,1,27
1786567185.904,41.1,1,27
1786567186.926,37.8,1,27
1786567187.950,34.4,1,27
1786567188.975,31.5,1,27
1786567189.996,28.8,1,27
1786567191.016,26.5,1,27
1786567192.038,29.2,1,27
1786567193.056,31.1,1,27
1786567194.079,33.4,1,27
1786567195.105,34.9,1,27
1786567196.124,37.1,1,27
1786567197.146,39.6,1,27
1786567198.169,41.2,1,27
1786567199.191,42.9,1,27
1786567200.216,44.4,1,27
1786567201.236,46.0,1,27
1786567202.255,47.9,1,27
1786567203.277,49.4,1,27
1786567204.296,50.7,1,27
1786567205.317,52.1,1,27
1786567206.343,53.4,1,27
1786567207.367,54.9,1,27
1786567208.388,56.2,1,27
1786567209.409,57.3,1,27
1786567210.434,58.4,1,27
1786567211.454,59.8,1,27
1786567212.471,60.9,1,27
1786567213.490,61.8,1,27
1786567214.510,62.9,1,27
1786567215.531,64.2,1,27
1786567216.550,65.0,1,27
1786567217.570,65.9,1,27
1786567218.590,66.8,1,27
1786567219.614,67.6,1,27
1786567220.635,68.6,1,27
1786567221.654,69.5,1,27
1786567222.679,70.3,1,27
1786567223.704,71.0,1,27
1786567224.726,66.7,1,27
1786567225.747,62.4,1,27
1786567226.769,58.8,1,27
1786567227.789,55.7,1,27
1786567228.807,51.8,1,27
1786567229.829,47.2,1,27
1786567230.849,44.3,1,27
1786567231.870,41.3,1,27
1786567232.893,38.2,1,27
1786567233.915,35.2,1,27
1786567234.938,31.8,1,27
1786567235.963,29.1,1,27
1786567236.989,26.5,1,27
1786567238.014,28.6,1,27
1786567239.039,30.6,1,27
1786567240.061,33.2,1,27
1786567241.086,35.0,1,27
1786567242.111,37.1,1,27
1786567243.131,38.9,1,27
1786567244.155,40.7,1,27
1786567245.179,43.0,1,27
1786567246.197,44.4,1,27
1786567247.221,46.1,1,27
1786567248.242,47.4,1,27
1786567249.264,49.0,1,27
1786567250.287,50.9,1,27
1786567251.306,52.1,1,27
1786567252.325,53.5,1,27
1786567253.349,54.6,1,27
1786567254.369,55.8,1,27
1786567255.388,57.4,1,27
1786567256.408,58.5,1,27
1786567257.434,59.6,1,27
1786567258.454,60.6,1,27
1786567259.474,62.0,1,27
1786567260.495,62.9,1,27
1786567261.515,63.9,1,27
1786567262.535,64.8,1,27
1786567263.561,66.0,1,27
1786567264.582,66.8,1,27
1786567265.608,67.7,1,27
1786567266.631,68.5,1,27
1786567267.652,69.3,1,27
1786567268.671,70.3,1,27
1786567269.690,71.1,1,27
1786567270.715,67.0,1,27
1786567271.737,63.3,1,27
1786567272.761,60.1,1,27
1786567273.782,55.4,1,27
1786567274.808,51.6,1,27
1786567275.831,48.5,1,27
1786567276.850,45.1,1,27
1786567277.874,42.0,1,27
1786567278.899,38.1,1,27
1786567279.920,35.1,1,27
1786567280.942,32.5,1,27
1786567281.964,29.7,1,27
1786567282.989,27.4,1,27
1786567284.008,28.6,1,27
1786567285.033,30.0,1,27
1786567286.054,32.3,1,27
1786567287.075,34.4,1,27
1786567288.097,36.9,1,27
1786567289.120,38.8,1,27
1786567290.144,40.4,1,27
1786567291.166,42.1,1,27
1786567292.185,43.6,1,27
1786567293.205,45.8,1,27
1786567294.227,47.2,1,27
1786567295.246,48.7,1,27
1786567296.268,50.0,1,27
1786567297.290,51.8,1,27
1786567298.312,53.1,1,27
1786567299.334,54.3,1,27
1786567300.353,55.6,1,27
1786567301.376,56.7,1,27
1786567302.496,58.3,1,27
1786567303.522,59.4,1,27
1786567304.541,60.4,1,27
1786567305.563,61.8,1,27
1786567306.583,62.7,1,27
1786567307.602,63.7,1,27
1786567308.625,64.7,1,27
1786567309.645,65.5,1,27
1786567310.668,66.7,1,27
1786567311.689,67.5,1,27
1786567312.713,68.4,1,27
1786567313.732,69.2,1,27
1786567314.756,69.9,1,27
1786567315.781,70.9,1,27
1786567316.801,66.3,1,27
1786567317.820,64.0,1,27
1786567318.839,59.8,1,27
1786567319.864,56.6,1,27
1786567320.884,51.7,1,27
1786567321.907,48.3,1,27
1786567322.927,45.3,1,27
1786567323.947,42.2,1,27
1786567324.971,38.2,1,27
1786567325.993,35.3,1,27
1786567327.019,32.6,1,27
1786567328.043,29.9,1,27
1786567329.064,27.5,1,27
1786567330.083,29.2,1,27
1786567331.100,30.3,1,27
1786567332.118,32.5,1,27
1786567333.138,34.5,1,27
1786567334.163,36.4,1,27
1786567335.184,39.0,1,27
1786567336.206,40.5,1,27
1786567337.226,42.3,1,27
1786567338.253,43.7,1,27
1786567339.271,45.8,1,27
1786567340.293,47.3,1,27
1786567341.316,48.8,1,27
1786567342.339,50.2,1,27
1786567343.358,51.5,1,27
1786567344.381,53.3,1,27
1786567345.402,54.4,1,27
1786567346.424,55.7,1,27
1786567347.447,56.9,1,27
1786567348.465,58.0,1,27
1786567349.492,59.5,1,27
1786567350.516,60.5,1,27
1786567351.540,61.6,1,27
1786567352.566,61.9,1,27
1786567353.586,63.8,1,27
1786567354.605,64.6,1,27
1786567355.632,65.6,1,27
1786567356.652,66.5,1,27
1786567357.678,67.3,1,27
1786567358.697,68.4,1,27
1786567359.719,69.2,1,27
1786567360.739,70.0,1,27
1786567361.761,70.7,1,27
1786567362.780,67.9,1,27
1786567363.800,64.6,1,27
1786567364.820,60.7,1,27
1786567365.848,57.1,1,27
1786567366.875,52.1,1,27
1786567367.901,48.9,1,27
1786567368.922,45.6,1,27
1786567369.944,42.7,1,27
1786567370.964,39.4,1,27
1786567371.985,35.6,1,27
1786567373.010,33.0,1,27
1786567374.030,30.2,1,27
1786567375.048,27.6,1,27
1786567376.067,28.6,1,27
1786567377.084,30.5,1,27
1786567378.107,32.2,1,27
1786567379.133,34.5,1,27
1786567380.156,36.5,1,27
1786567381.176,38.9,1,27
1786567382.200,40.5,1,27
1786567383.220,42.2,1,27
1786567384.246,43.7,1,27
1786567385.269,45.9,1,27
1786567386.291,47.4,1,27
1786567387.317,48.8,1,27
1786567388.341,50.2,1,27
1786567389.361,51.5,1,27
1786567390.381,52.9,1,27
1786567391.405,54.5,1,27
1786567392.424,55.7,1,27
1786567393.444,56.9,1,27
1786567394.468,58.0,1,27
1786567395.488,59.1,1,27
1786567396.512,60.6,1,27
1786567397.535,61.6,1,27
1786567398.557,62.6,1,27
1786567399.577,63.5,1,27
1786567400.598,64.4,1,27
1786567401.619,65.7,1,27
1786567402.644,66.5,1,27
1786567403.670,67.4,1,27
1786567404.692,68.2,1,27
1786567405.715,69.3,1,27
1786567406.737,70.0,1,27
1786567407.764,70.8,1,27
1786567408.784,67.5,1,27
1786567409.803,65.2,1,27
1786567410.826,60.1,1,27
1786567411.845,56.2,1,27
1786567412.867,53.0,1,27
1786567413.888,49.2,1,27
1786567414.908,46.3,1,27
1786567415.934,42.1,1,27
1786567416.959,39.0,1,27
1786567417.981,36.2,1,27
1786567419.001,33.3,1,27
1786567420.020,30.0,1,27
1786567421.042,27.3,1,27
1786567422.068,27.5,1,27
1786567423.089,29.3,1,27
1786567424.108,31.8,1,27
1786567425.128,34.1,1,27
1786567426.150,36.3,1,27
1786567427.176,37.9,1,27
1786567428.197,39.8,1,27
1786567429.216,41.5,1,27
1786567430.235,43.7,1,27
1786567431.256,45.3,1,27
1786567432.280,46.7,1,27
1786567433.299,48.3,1,27
1786567434.322,49.9,1,27
1786567435.345,51.4,1,27
1786567436.368,52.7,1,27
1786567437.394,54.0,1,27
1786567438.414,55.1,1,27
1786567439.436,56.7,1,27
1786567440.458,57.9,1,27
1786567441.481,58.9,1,27
1786567442.505,60.1,1,27
1786567443.530,61.3,1,27
1786567444.548,62.4,1,27
1786567445.572,63.3,1,27
1786567446.597,64.3,1,27
1786567447.617,65.4,1,27
1786567448.637,66.3,1,27
1786567449.654,67.1,1,27
1786567450.677,68.0,1,27
1786567451.698,68.8,1,27
1786567452.718,69.8,1,27
1786567453.739,70.6,1,27
1786567454.761,70.9,1,27
1786567455.781,65.9,1,27
1786567456.802,62.3,1,27
1786567457.825,57.0,1,27
1786567458.850,53.3,1,27
1786567459.869,50.3,1,27
1786567460.895,46.7,1,27
1786567461.914,42.8,1,27
1786567462.938,39.6,1,27
1786567463.960,36.8,1,27
1786567464.994,34.0,1,27
1786567466.016,31.1,1,27
1786567467.036,27.9,1,27
1786567468.061,25.6,1,27
1786567469.082,29.1,1,27
1786567470.103,31.8,1,27
1786567471.125,33.4,1,27
1786567472.146,36.1,1,27
1786567473.167,37.7,1,27
1786567474.187,39.6,1,27
1786567475.206,41.3,1,27
1786567476.231,43.4,1,27
1786567477.252,45.0,1,27
1786567478.277,46.6,1,27
1786567479.299,48.0,1,27
1786567480.322,49.4,1,27
1786567481.343,51.2,1,27
1786567482.367,52.6,1,27
1786567483.388,53.8,1,27
1786567484.408,54.9,1,27
1786567485.429,56.6,1,27
1786567486.449,57.7,1,27
1786567487.466,58.8,1,27
1786567488.486,59.9,1,27
1786567489.508,60.9,1,27
1786567490.531,62.3,1,27
1786567491.554,63.2,1,27
1786567492.578,64.2,1,27
1786567493.600,65.0,1,27
1786567494.621,66.3,1,27
1786567495.647,67.1,1,27
1786567496.670,67.9,1,27
1786567497.690,68.8,1,27
1786567498.715,69.7,1,27
1786567499.734,70.5,1,27
1786567500.755,71.2,1,27
1786567501.779,66.0,1,27
1786567502.799,62.5,1,27
1786567503.819,57.6,1,27
1786567504.845,54.1,1,27
1786567505.868,50.8,1,27
1786567506.887,47.4,1,27
1786567507.906,44.4,1,27
1786567508.925,40.1,1,27
1786567509.947,37.4,1,27
1786567510.969,34.4,1,27
1786567511.993,31.9,1,27
1786567513.014,28.4,1,27
1786567514.033,26.0,1,27
1786567515.052,29.5,1,27
1786567516.075,31.3,1,27
1786567517.096,33.4,1,27
1786567518.117,36.0,1,27
1786567519.137,37.7,1,27
1786567520.163,39.5,1,27
1786567521.186,41.2,1,27
1786567522.208,43.5,1,27
1786567523.232,44.9,1,27
1786567524.254,46.5,1,27
1786567525.279,47.9,1,27
1786567526.300,49.8,1,27
1786567527.322,51.2,1,27
1786567528.342,52.5,1,27
1786567529.362,53.8,1,27
1786567530.387,54.9,1,27
1786567531.408,56.6,1,27
1786567532.427,57.6,1,27
1786567533.450,58.8,1,27
1786567534.477,59.7,1,27
1786567535.500,61.2,1,27
1786567536.526,62.1,1,27
1786567537.549,63.1,1,27
1786567538.573,64.1,1,27
1786567539.595,65.3,1,27
1786567540.621,66.1,1,27
1786567541.644,67.0,1,27
1786567542.666,67.8,1,27
1786567543.687,68.9,1,27
1786567544.713,69.7,1,27
1786567545.731,70.4,1,27
1786567546.752,71.2,1,27
1786567547.775,66.5,1,27
1786567548.795,61.1,1,27
1786567549.813,58.0,1,27
1786567550.835,54.4,1,27
1786567551.853,51.3,1,27
1786567552.878,46.8,1,27
1786567553.898,43.6,1,27
1786567554.924,40.5,1,27
1786567555.947,37.8,1,27
1786567556.971,34.7,1,27
1786567557.995,31.2,1,27
1786567559.013,28.7,1,27
1786567560.030,26.1,1,27
1786567561.050,29.9,1,27
1786567562.072,31.5,1,27
1786567563.092,33.8,1,27
1786567564.113,35.4,1,27
1786567565.137,37.4,1,27
1786567566.159,39.1,1,27
1786567567.182,40.9,1,27
1786567568.206,43.1,1,27
1786567569.231,44.6,1,27
1786567570.251,46.2,1,27
1786567571.275,47.6,1,27
1786567572.299,49.5,1,27
1786567573.323,50.9,1,27
1786567574.348,52.2,1,27
1786567575.370,53.5,1,27
1786567576.392,54.7,1,27
1786567577.414,56.3,1,27
1786567578.433,57.5,1,27
1786567579.450,58.5,1,27
1786567580.469,59.7,1,27
1786567581.490,60.7,1,27
1786567582.510,62.1,1,27
1786567583.532,63.1,1,27
1786567584.554,64.0,1,27
1786567585.573,65.0,1,27
1786567586.595,65.8,1,27
1786567587.618,66.9,1,27
1786567588.651,67.8,1,27
1786567589.673,68.6,1,27
1786567590.697,69.4,1,27
1786567591.716,70.1,1,27
1786567592.735,71.2,1,27
1786567593.758,66.6,1,27
1786567594.784,62.3,1,27
1786567595.804,59.0,1,27
1786567596.830,54.5,1,27
1786567597.851,51.1,1,27
1786567598.875,47.6,1,27
1786567599.901,44.6,1,27
1786567600.926,41.4,1,27
1786567601.945,37.6,1,27
1786567602.969,34.7,1,27
1786567603.989,32.1,1,27
1786567605.012,29.5,1,27
1786567606.031,26.2,1,27
1786567607.055,28.9,1,27
1786567608.073,31.7,1,27
1786567609.095,33.1,1,27
1786567610.116,35.1,1,27
1786567611.137,37.5,1,27
1786567612.160,39.2,1,27
1786567613.181,41.1,1,27
1786567614.202,42.6,1,27
1786567615.229,44.7,1,27
1786567616.249,46.2,1,27
1786567617.274,47.7,1,27
1786567618.296,49.0,1,27
1786567619.320,50.9,1,27
1786567620.344,52.3,1,27
1786567621.365,53.5,1,27
1786567622.390,54.8,1,27
1786567623.415,55.9,1,27
1786567624.437,57.5,1,27
1786567625.459,58.7,1,27
1786567626.482,59.7,1,27
1786567627.502,60.7,1,27
1786567628.527,62.1,1,27
1786567629.549,63.1,1,27
1786567630.570,63.9,1,27
1786567631.593,64.9,1,27
1786567632.613,66.0,1,27
1786567633.638,66.9,1,27
1786567634.662,67.7,1,27
1786567635.686,68.6,1,27
1786567636.705,69.3,1,27
1786567637.724,70.4,1,27
1786567638.745,71.2,1,27
1786567639.768,66.2,1,27
1786567640.792,62.3,1,27
1786567641.811,60.0,1,27
1786567642.833,54.5,1,27
1786567643.859,51.1,1,27
1786567644.881,47.9,1,27
1786567645.901,44.5,1,27
1786567646.918,41.7,1,27
1786567647.942,37.6,1,27
1786567648.963,34.6,1,27
1786567649.989,32.2,1,27
1786567651.015,29.3,1,27
1786567652.037,26.2,1,27
1786567653.063,28.8,1,27
1786567654.089,31.6,1,27
1786567655.113,32.8,1,27
1786567656.134,34.9,1,27
1786567657.157,37.3,1,27
1786567658.181,39.2,1,27
1786567659.204,41.0,1,27
1786567660.228,42.6,1,27
1786567661.246,44.6,1,27
1786567662.272,46.3,1,27
1786567663.297,47.6,1,27
1786567664.321,49.1,1,27
1786567665.346,51.0,1,27
1786567666.367,52.2,1,27
1786567667.393,53.5,1,27
1786567668.416,54.7,1,27
1786567669.441,56.0,1,27
1786567670.464,57.5,1,27
1786567671.482,58.6,1,27
1786567672.502,59.6,1,27
1786567673.524,60.7,1,27
1786567674.549,61.7,1,27
1786567675.567,63.0,1,27
1786567676.589,64.0,1,27
1786567677.615,64.9,1,27
1786567678.635,65.8,1,27
1786567679.659,67.0,1,27
1786567680.681,67.7,1,27
1786567681.702,68.6,1,27
1786567682.728,69.3,1,27
1786567683.753,70.2,1,27
1786567684.774,71.1,1,27
1786567685.794,65.6,1,27
1786567686.816,63.4,1,27
1786567687.834,60.0,1,27
1786567688.854,54.7,1,27
1786567689.879,51.7,1,27
1786567690.899,48.3,1,27
1786567691.925,45.0,1,27
1786567692.946,41.8,1,27
1786567693.967,38.0,1,27
1786567694.989,35.0,1,27
1786567696.008,32.5,1,27
1786567697.028,29.6,1,27
1786567698.047,26.4,1,27
1786567699.067,30.3,1,27
1786567700.090,31.4,1,27
1786567701.112,32.6,1,27
1786567702.136,35.1,1,27
1786567703.155,36.9,1,27
1786567704.181,39.2,1,27
1786567705.207,41.0,1,27
1786567706.231,42.6,1,27
1786567707.250,44.2,1,27
1786567708.272,46.2,1,27
1786567709.299,47.6,1,27
1786567710.320,49.1,1,27
1786567711.341,50.5,1,27
1786567712.362,51.8,1,27
1786567713.381,53.6,1,27
1786567714.406,54.7,1,27
1786567715.428,56.0,1,27
1786567716.450,57.1,1,27
1786567717.475,58.3,1,27
1786567718.500,59.7,1,27
1786567719.526,60.7,1,27
1786567720.546,61.8,1,27
1786567721.571,62.7,1,27
1786567722.592,64.0,1,27
1786567723.612,65.0,1,27
1786567724.631,65.8,1,27
1786567725.653,66.7,1,27
1786567726.679,67.5,1,27
1786567727.701,68.6,1,27
1786567728.725,69.5,1,27
1786567729.751,70.2,1,27
1786567730.774,70.9,1,27
1786567731.796,68.7,1,27
1786567732.818,62.7,1,27
1786567733.844,59.9,1,27
1786567734.866,55.8,1,27
1786567735.886,52.2,1,27
1786567736.910,48.1,1,27
1786567737.936,44.8,1,27
1786567738.958,41.9,1,27
1786567739.983,38.8,1,27
1786567741.004,36.0,1,27
1786567742.024,32.3,1,27
1786567743.045,29.8,1,27
1786567744.065,27.1,1,27
1786567745.090,28.7,1,27
1786567746.109,31.7,1,27
1786567747.134,32.7,1,27
1786567748.159,35.1,1,27
1786567749.185,37.1,1,27
1786567750.211,38.8,1,27
1786567751.229,41.1,1,27
1786567752.255,42.7,1,27
1786567753.277,44.3,1,27
1786567754.296,46.0,1,27
1786567755.319,47.8,1,27
1786567756.338,49.3,1,27
1786567757.361,50.6,1,27
1786567758.381,52.0,1,27
1786567759.403,53.3,1,27
1786567760.426,54.9,1,27
1786567761.451,56.1,1,27
1786567762.472,57.2,1,27
1786567763.496,58.4,1,27
1786567764.517,59.4,1,27
1786567765.539,60.8,1,27
1786567766.557,61.8,1,27
1786567767.583,62.8,1,27
1786567768.606,63.7,1,27
1786567769.633,65.0,1,27
1786567770.651,65.8,1,27
1786567771.674,66.7,1,27
1786567772.696,67.6,1,27
1786567773.716,68.4,1,27
1786567774.738,69.5,1,27
1786567775.759,70.2,1,27
1786567776.778,70.9,1,27
1786567777.805,68.4,1,27
1786567778.824,62.4,1,27
1786567779.846,58.9,1,27
1786567780.864,55.6,1,27
1786567781.884,51.9,1,27
1786567782.904,48.7,1,27
1786567783.926,44.3,1,27
1786567784.947,41.4,1,27
1786567785.965,38.4,1,27
1786567786.984,35.3,1,27
1786567788.006,32.7,1,27
1786567789.025,29.2,1,27
1786567790.045,26.7,1,27
1786567791.066,29.0,1,27
1786567792.089,30.8,1,27
1786567793.106,32.4,1,27
1786567794.125,35.0,1,27
1786567795.147,37.0,1,27
1786567796.165,38.9,1,27
1786567797.186,40.6,1,27
1786567798.209,42.8,1,27
1786567799.231,44.5,1,27
1786567800.249,45.9,1,27
1786567801.267,47.5,1,27
1786567802.291,48.9,1,27
1786567803.310,50.7,1,27
1786567804.331,52.1,1,27
1786567805.349,53.3,1,27
1786567806.372,54.6,1,27
1786567807.398,55.7,1,27
1786567808.422,57.4,1,27
1786567809.445,58.5,1,27
1786567810.464,59.5,1,27
1786567811.487,60.5,1,27
1786567812.509,61.9,1,27
1786567813.532,62.9,1,27
1786567814.559,63.8,1,27
1786567815.581,64.8,1,27
1786567816.605,65.6,1,27
1786567817.633,66.8,1,27
1786567818.651,67.6,1,27
1786567819.671,68.4,1,27
1786567820.694,69.3,1,27
1786567821.718,70.0,1,27
1786567822.743,71.0,1,27
1786567823.766,67.2,1,27
1786567824.782,63.5,1,27
1786567825.802,60.0,1,27
1786567826.824,55.3,1,27
1786567827.847,51.6,1,27
1786567828.870,48.5,1,27
1786567829.888,45.3,1,27
1786567830.906,41.2,1,27
1786567831.930,38.1,1,27
1786567832.947,35.3,1,27
1786567833.969,32.5,1,27
1786567834.992,29.8,1,27
1786567836.014,27.3,1,27
1786567837.033,29.9,1,27
1786567838.054,31.1,1,27
1786567839.081,32.6,1,27
1786567840.099,35.0,1,27
1786567841.123,37.3,1,27
1786567842.149,39.1,1,27
1786567843.169,40.9,1,27
1786567844.187,42.5,1,27
1786567845.212,44.6,1,27
1786567846.234,46.1,1,27
1786567847.254,47.7,1,27
1786567848.273,49.0,1,27
1786567849.297,50.8,1,27
1786567850.317,52.1,1,27
1786567851.336,53.5,1,27
1786567852.359,54.8,1,27
1786567853.380,55.9,1,27
1786567854.401,57.5,1,27
1786567855.423,58.7,1,27
1786567856.445,59.6,1,27
1786567857.465,60.7,1,27
1786567858.485,61.7,1,27
1786567859.510,63.0,1,27
1786567860.530,63.9,1,27
1786567861.554,64.9,1,27
1786567862.576,65.7,1,27
1786567863.597,66.9,1,27
1786567864.622,67.8,1,27
1786567865.644,68.6,1,27
1786567866.668,69.4,1,27
1786567867.691,70.1,1,27
1786567868.713,71.1,1,27
1786567869.733,65.4,1,27
1786567870.753,62.4,1,27
1786567871.777,59.9,1,27
1786567872.797,54.7,1,27
1786567873.818,51.1,1,27
1786567874.841,48.0,1,27
1786567875.867,44.7,1,27
1786567876.892,41.9,1,27
1786567877.913,37.7,1,27
1786567878.933,34.7,1,27
1786567879.953,32.2,1,27
1786567880.978,29.5,1,27
1786567882.004,27.0,1,27
1786567883.023,28.9,1,27
1786567884.044,31.5,1,27
1786567885.065,32.5,1,27
1786567886.091,35.1,1,27
1786567887.111,37.0,1,27
1786567888.136,39.3,1,27
1786567889.154,41.0,1,27
1786567890.177,42.7,1,27
1786567891.196,44.2,1,27
1786567892.217,46.3,1,27
1786567893.242,47.8,1,27
1786567894.266,49.1,1,27
1786567895.287,50.6,1,27
1786567896.308,51.8,1,27
1786567897.332,53.5,1,27
1786567898.357,54.7,1,27
1786567899.382,56.0,1,27
1786567900.403,57.3,1,27
1786567901.430,58.6,1,27
1786567902.455,59.8,1,27
1786567903.477,60.7,1,27
1786567904.498,61.8,1,27
1786567905.520,62.8,1,27
1786567906.540,64.0,1,27
1786567907.563,65.0,1,27
1786567908.583,65.8,1,27
1786567909.603,66.7,1,27
1786567910.625,67.5,1,27
1786567911.645,68.6,1,27
1786567912.665,69.4,1,27
1786567913.687,70.2,1,27
1786567914.709,70.9,1,27
1786567915.728,69.0,1,27
1786567916.752,62.4,1,27
1786567917.776,60.0,1,27
1786567918.796,55.8,1,27
1786567919.816,52.2,1,27
1786567920.835,48.9,1,27
1786567921.858,44.5,1,27
1786567922.881,41.7,1,27
1786567923.900,38.6,1,27
1786567924.923,35.8,1,27
1786567925.944,32.1,1,27
1786567926.963,29.4,1,27
1786567927.983,27.1,1,27
1786567929.002,28.3,1,27
1786567930.022,29.9,1,27
1786567931.043,33.3,1,27
1786567932.063,35.0,1,27
1786567933.084,37.0,1,27
1786567934.104,38.8,1,27
1786567935.127,41.0,1,27
1786567936.148,42.8,1,27
1786567937.175,44.3,1,27
1786567938.196,45.9,1,27
1786567939.218,47.3,1,27
1786567940.239,49.2,1,27
1786567941.261,50.7,1,27
1786567942.281,51.9,1,27
1786567943.303,53.3,1,27
1786567944.329,54.4,1,27
1786567945.353,56.1,1,27
1786567946.380,57.2,1,27
1786567947.400,58.3,1,27
